Name,Age,Season,Team,Conference,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,Name-additional
Coulson Buchanan,21,2024,Alabama,SEC,2,1,0.667,7.36,19,0,,0,0,1,29.1,37,27,24,6,13,1,20,1,0,4,138,1.705,11.4,1.8,4,6.1,1.54,,player.fcgi?id=buchan000cou
Alton Davis*,20,2024,Alabama,SEC,4,2,0.667,5.61,21,0,,0,0,4,33.2,36,24,21,7,17,0,38,9,0,3,162,1.574,9.6,1.9,4.5,10.2,2.24,,player.fcgi?id=davis-002alt
Greg Farone*,22,2024,Alabama,SEC,4,3,0.571,5.02,17,16,,1,1,0,71.2,75,42,40,15,24,1,68,7,2,5,315,1.381,9.4,1.9,3,8.5,2.83,,player.fcgi?id=farone000gre
Tyler Fay,20,2024,Alabama,SEC,1,2,0.333,7.94,23,0,,0,0,1,34,38,32,30,6,16,1,32,8,0,4,166,1.588,10.1,1.6,4.2,8.5,2,,player.fcgi?id=fay---000tyl
Pierce George,21,2024,Alabama,SEC,1,0,1,4.76,12,0,,0,0,0,11.1,8,6,6,0,11,1,10,3,1,3,52,1.676,6.4,0,8.7,7.9,0.91,,player.fcgi?id=george000pie
Matthew Heiberger*,19,2024,Alabama,SEC,2,0,1,5.24,16,0,,0,0,1,22.1,28,15,13,2,7,1,22,5,0,0,104,1.567,11.3,0.8,2.8,8.9,3.14,,player.fcgi?id=heiber000mat
Ben Hess,21,2024,Alabama,SEC,5,5,0.5,5.8,15,15,,0,0,0,68.1,60,47,44,13,35,0,106,12,0,7,305,1.39,7.9,1.7,4.6,14,3.03,,player.fcgi?id=hess--000ben
Jansen Kenty*,18,2024,Alabama,SEC,0,1,0,3.38,10,0,,0,0,0,10.2,6,4,4,2,5,0,4,2,0,0,41,1.031,5.1,1.7,4.2,3.4,0.8,,player.fcgi?id=kenty-000jan
Sam Mitchell,19,2024,Alabama,SEC,1,0,1,5.87,5,0,,0,0,0,7.2,8,5,5,0,5,0,3,1,0,0,35,1.696,9.4,0,5.9,3.5,0.6,,player.fcgi?id=mitche005sam
Austin Morris,20,2024,Alabama,SEC,2,0,1,4.74,14,0,,0,0,0,24.2,27,13,13,3,9,1,21,6,0,2,110,1.459,9.9,1.1,3.3,7.7,2.33,,player.fcgi?id=morris002aus
Aidan Moza,21,2024,Alabama,SEC,3,3,0.5,9.77,20,3,,0,0,1,31.1,40,40,34,9,19,1,40,5,0,9,158,1.883,11.5,2.6,5.5,11.5,2.11,,player.fcgi?id=moza--000aid
Braylon Myers,21,2024,Alabama,SEC,2,1,0.667,2.73,20,0,,0,0,3,33,24,10,10,6,10,0,29,3,0,1,131,1.03,6.5,1.6,2.7,7.9,2.9,,player.fcgi?id=myers-006bra
Zane Probst,22,2024,Alabama,SEC,0,0,,5.6,11,0,,0,0,0,17.2,17,13,11,6,9,1,15,3,0,1,80,1.472,8.7,3.1,4.6,7.6,1.67,,player.fcgi?id=probst000zan
Riley Quick,20,2024,Alabama,SEC,1,0,1,0,1,1,,0,0,0,3,0,0,0,0,1,0,5,1,0,0,10,0.333,0,0,3,15,5,,player.fcgi?id=quick-000ril
Kade Snell*,21,2024,Alabama,SEC,1,0,1,6.08,10,6,,0,0,0,23.2,27,17,16,7,7,0,23,5,0,0,110,1.437,10.3,2.7,2.7,8.7,3.29,,player.fcgi?id=snell-000kad
Ariston Veasey,18,2024,Alabama,SEC,0,0,,,1,0,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,,,,,,0,,player.fcgi?id=veasey000ari
Zane Adams*,21,2025,Alabama,SEC,7,4,0.636,5.54,15,14,,1,0,0,65,75,43,40,12,26,0,62,0,0,5,293,1.554,10.4,1.7,3.6,8.6,2.38,,player.fcgi?id=adams-000zan
Bobby Alcock,23,2025,Alabama,SEC,3,2,0.6,6.03,11,10,,0,0,0,34.1,43,31,23,9,17,0,38,3,1,3,162,1.748,11.3,2.4,4.5,10,2.24,,player.fcgi?id=alcock000bob
Connor Ball*,22,2025,Alabama,SEC,0,0,,9,11,0,,0,0,0,5,10,5,5,2,1,0,6,0,0,1,26,2.2,18,3.6,1.8,10.8,6,,player.fcgi?id=ball--000con
Hagan Banks,22,2025,Alabama,SEC,0,1,0,3.72,17,0,,0,0,0,19.1,15,10,8,4,10,0,18,1,0,1,82,1.293,7,1.9,4.7,8.4,1.8,,player.fcgi?id=banks-000hag
JT Blackwood,21,2025,Alabama,SEC,2,2,0.5,6.06,17,7,,0,0,0,35.2,42,25,24,5,8,0,30,5,0,2,157,1.402,10.6,1.3,2,7.6,3.75,,player.fcgi?id=blackw000jt-
Packy Bradley-Cooney,25,2025,Alabama,SEC,0,0,,10.8,6,0,,0,0,0,3.1,3,4,4,0,7,0,5,0,1,1,19,3,8.1,0,18.9,13.5,0.71,,player.fcgi?id=bradle000pat
Beau Bryans*,21,2025,Alabama,SEC,1,0,1,10,13,0,,0,0,0,9,13,12,10,0,15,0,12,3,0,2,58,3.111,13,0,15,12,0.8,,player.fcgi?id=bryans000bea
Coulson Buchanan,22,2025,Alabama,SEC,1,0,1,3.86,17,0,,0,0,0,21,22,9,9,1,12,0,26,3,0,3,98,1.619,9.4,0.4,5.1,11.1,2.17,,player.fcgi?id=buchan000cou
Tyler Fay,21,2025,Alabama,SEC,1,2,0.333,4.69,20,8,,0,0,0,55.2,60,37,29,8,12,0,44,6,0,3,246,1.293,9.7,1.3,1.9,7.1,3.67,,player.fcgi?id=fay---000tyl
Aeden Finateri,21,2025,Alabama,SEC,3,0,1,4.76,14,5,,0,0,0,28.1,35,18,15,4,8,0,26,4,0,3,127,1.518,11.1,1.3,2.5,8.3,3.25,,player.fcgi?id=finate000aed
Matthew Heiberger*,20,2025,Alabama,SEC,3,1,0.75,4.46,25,0,,0,0,0,34.1,35,17,17,2,15,0,34,6,0,2,154,1.456,9.2,0.5,3.9,8.9,2.27,,player.fcgi?id=heiber000mat
Jack Ketchum,20,2025,Alabama,SEC,0,0,,27,4,0,,0,0,0,1.2,4,5,5,1,2,0,3,2,0,0,13,3.6,21.6,5.4,10.8,16.2,1.5,,player.fcgi?id=ketchu000jac
Zach Kittrell,22,2025,Alabama,SEC,1,0,1,9.64,5,1,,0,0,0,4.2,3,5,5,0,5,0,6,1,0,1,23,1.714,5.8,0,9.6,11.6,1.2,,player.fcgi?id=kittre000zac
Connor Lehman*,19,2025,Alabama,SEC,0,0,,14.54,9,0,,0,0,0,4.1,7,7,7,0,3,0,4,1,0,1,25,2.308,14.5,0,6.2,8.3,1.33,,player.fcgi?id=lehman001con
Austin Morris,21,2025,Alabama,SEC,3,0,1,6.64,18,0,,0,0,0,20.1,18,18,15,2,12,0,20,4,0,4,91,1.475,8,0.9,5.3,8.9,1.67,,player.fcgi?id=morris002aus
Aidan Moza,22,2025,Alabama,SEC,0,0,,9.45,7,0,,0,0,0,6.2,5,7,7,1,7,0,11,1,0,7,32,1.8,6.8,1.4,9.5,14.9,1.57,,player.fcgi?id=moza--000aid
Braylon Myers,22,2025,Alabama,SEC,3,1,0.75,2.63,23,0,,0,0,2,41,27,13,12,3,14,0,58,7,0,3,168,1,5.9,0.7,3.1,12.7,4.14,,player.fcgi?id=myers-006bra
Carson Ozmer,23,2025,Alabama,SEC,4,2,0.667,3.29,29,0,,0,0,17,38.1,26,14,14,4,19,4,48,7,0,2,165,1.174,6.1,0.9,4.5,11.3,2.53,,player.fcgi?id=ozmer-000car
Anthony Pesci,19,2025,Alabama,SEC,0,0,,0,2,0,,0,0,0,2,0,0,0,0,0,0,2,1,0,0,6,0,0,0,0,9,,,player.fcgi?id=pesci-000ant
Riley Quick,21,2025,Alabama,SEC,8,3,0.727,3.92,14,14,,0,0,0,62,62,27,27,5,24,0,70,7,1,8,270,1.387,9,0.7,3.5,10.2,2.92,,player.fcgi?id=quick-000ril
Tate Robertson*,22,2025,Alabama,SEC,1,0,1,7.45,8,0,,0,0,0,9.2,10,8,8,1,2,0,7,0,0,1,40,1.241,9.3,0.9,1.9,6.5,3.5,,player.fcgi?id=robert000tat
Ariston Veasey,19,2025,Alabama,SEC,0,0,,9.82,5,0,,0,0,0,3.2,3,4,4,0,6,0,6,2,0,3,22,2.455,7.4,0,14.7,14.7,1,,player.fcgi?id=veasey000ari
Zane Adams*,22,2026,Alabama,SEC,8,5,0.615,4.58,17,17,,0,0,0,90.1,97,51,46,9,30,2,100,4,0,5,397,1.406,9.7,0.9,3,10,3.33,,player.fcgi?id=adams-000zan
Bobby Alcock,24,2026,Alabama,SEC,2,0,1,3.86,11,3,,0,0,0,16.1,23,9,7,0,7,1,14,3,0,0,77,1.837,12.7,0,3.9,7.7,2,,player.fcgi?id=alcock000bob
Hagan Banks,23,2026,Alabama,SEC,2,0,1,3.09,18,0,,0,0,6,23.1,24,11,8,2,8,2,31,1,1,1,105,1.371,9.3,0.8,3.1,12,3.88,,player.fcgi?id=banks-000hag
JT Blackwood,22,2026,Alabama,SEC,1,1,0.5,3.86,10,7,,0,0,0,30.1,33,17,13,3,7,0,15,0,0,2,128,1.319,9.8,0.9,2.1,4.5,2.14,,player.fcgi?id=blackw000jt-
Joe Chiarodo,--,2026,Alabama,SEC,1,0,1,0,4,1,,0,0,0,4.1,4,0,0,0,1,0,2,1,0,0,19,1.154,8.3,0,2.1,4.2,2,,player.fcgi?id=chiaro000joe
Ashton Crowther*,22,2026,Alabama,SEC,2,2,0.5,3.96,19,0,,0,0,2,36.1,34,28,16,5,10,0,24,4,0,1,155,1.211,8.4,1.2,2.5,5.9,2.4,,player.fcgi?id=crowth000ash
Tyler Fay,22,2026,Alabama,SEC,11,5,0.688,4.54,18,18,,1,1,0,109,91,56,55,21,26,0,127,16,1,0,447,1.073,7.5,1.7,2.1,10.5,4.88,,player.fcgi?id=fay---000tyl
Matthew Heiberger*,21,2026,Alabama,SEC,3,2,0.6,3.2,26,0,,0,0,5,45,39,25,16,6,22,0,34,9,0,1,198,1.356,7.8,1.2,4.4,6.8,1.55,,player.fcgi?id=heiber000mat
Kaden Humphrey,22,2026,Alabama,SEC,0,0,,0,3,0,,0,0,0,1.2,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,5.4,,,player.fcgi?id=humphr000kad
Zach Kittrell,23,2026,Alabama,SEC,0,0,,0,2,0,,0,0,0,1.1,0,0,0,0,1,0,1,0,0,1,4,0.75,0,0,6.8,6.8,1,,player.fcgi?id=kittre000zac
Connor Lehman*,20,2026,Alabama,SEC,1,1,0.5,8.74,10,0,,0,0,0,11.1,11,11,11,1,10,0,9,2,0,4,55,1.853,8.7,0.8,7.9,7.1,0.9,,player.fcgi?id=lehman001con
Sam Mitchell,21,2026,Alabama,SEC,1,1,0.5,6,20,0,,0,0,0,30,33,21,20,4,9,0,26,6,0,5,138,1.4,9.9,1.2,2.7,7.8,2.89,,player.fcgi?id=mitche005sam
Austin Morris,22,2026,Alabama,SEC,1,0,1,5.19,14,0,,0,0,0,17.1,12,16,10,1,11,0,19,4,0,4,79,1.327,6.2,0.5,5.7,9.9,1.73,,player.fcgi?id=morris002aus
Anthony Pesci,20,2026,Alabama,SEC,0,0,,0,5,0,,0,0,0,5.2,4,0,0,0,4,1,6,0,0,0,26,1.412,6.4,0,6.4,9.5,1.5,,player.fcgi?id=pesci-000ant
Tate Robertson*,23,2026,Alabama,SEC,0,0,,4.5,5,0,,0,0,0,4,3,4,2,0,5,0,6,0,0,0,22,2,6.8,0,11.3,13.5,1.2,,player.fcgi?id=robert000tat
Owen Sarna,--,2026,Alabama,SEC,0,0,,4.82,9,0,,0,0,0,9.1,12,6,5,0,4,0,8,1,0,1,41,1.714,11.6,0,3.9,7.7,2,,player.fcgi?id=sarna-000owe
Luke Smyers*,19,2026,Alabama,SEC,0,1,0,6.59,12,2,,0,0,0,13.2,18,14,10,1,10,0,16,2,0,0,69,2.049,11.9,0.7,6.6,10.5,1.6,,player.fcgi?id=smyers000luk
Evan Steckmesser*,--,2026,Alabama,SEC,1,0,1,5.32,19,0,,0,0,1,23.2,20,17,14,2,13,1,29,2,0,1,105,1.394,7.6,0.8,4.9,11,2.23,,player.fcgi?id=steckm000eva
Myles Upchurch,19,2026,Alabama,SEC,8,3,0.727,3.75,16,15,,0,0,0,72,52,32,30,6,41,1,78,11,0,8,319,1.292,6.5,0.8,5.1,9.8,1.9,,player.fcgi?id=upchur000myl
Kade Bing*,21,2026,Texas,SEC,1,1,0.5,6,6,1,,0,0,0,9,7,8,6,2,5,0,4,1,0,0,38,1.333,7,2,5,4,0.8,,player.fcgi?id=bing--000kad
Thomas Burns,21,2026,Texas,SEC,2,0,1,5.64,23,0,,0,0,4,22.1,15,15,14,3,16,0,43,3,0,3,102,1.388,6,1.2,6.4,17.3,2.69,,player.fcgi?id=burns-005tho
Sam Cozart,19,2026,Texas,SEC,6,0,1,1.72,23,3,,0,0,9,52.1,25,11,10,3,13,1,77,5,1,2,198,0.726,4.3,0.5,2.2,13.2,5.92,,player.fcgi?id=cozart000sam
Brett Crossland,19,2026,Texas,SEC,1,2,0.333,3.47,25,0,,0,0,0,23.1,20,10,9,2,12,0,34,7,0,2,109,1.371,7.7,0.8,4.6,13.1,2.83,,player.fcgi?id=crossl002bre
Jason Flores,20,2026,Texas,SEC,0,0,,6.75,9,2,,0,0,0,12,16,9,9,1,6,0,7,4,0,2,58,1.833,12,0.8,4.5,5.3,1.17,,player.fcgi?id=flores000jas
Max Grubbs,22,2026,Texas,SEC,2,0,1,5.52,19,2,,0,0,0,29.1,32,23,18,5,12,0,29,1,0,4,131,1.5,9.8,1.5,3.7,8.9,2.42,,player.fcgi?id=grubbs000max
Hudson Hamilton,20,2026,Texas,SEC,2,0,1,5.93,11,1,,0,0,1,13.2,16,11,9,2,6,0,18,2,0,1,62,1.61,10.5,1.3,4,11.9,3,,player.fcgi?id=hamilt000hud
Luke Harrison*,23,2026,Texas,SEC,6,4,0.6,4.1,19,16,,0,0,1,83.1,70,45,38,7,35,1,100,12,1,4,363,1.26,7.6,0.8,3.8,10.8,2.86,,player.fcgi?id=harris002luk
Cal Higgins*,23,2026,Texas,SEC,1,1,0.5,5.56,11,0,,0,0,0,11.1,16,7,7,3,8,0,16,4,0,1,60,2.118,12.7,2.4,6.4,12.7,2,,player.fcgi?id=higgin000cal
Cody Howard,23,2026,Texas,SEC,1,1,0.5,8.79,8,1,,0,0,0,14.1,13,14,14,2,3,0,16,2,0,2,61,1.116,8.2,1.3,1.9,10,5.33,,player.fcgi?id=howard002cod
Haiden Leffew*,21,2026,Texas,SEC,4,1,0.8,4.05,17,0,,0,0,0,20,12,10,9,1,15,0,31,2,0,3,86,1.35,5.4,0.5,6.8,14,2.07,,player.fcgi?id=leffew000hai
Connor McCreery,23,2026,Texas,SEC,0,0,,0,1,0,,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,,,player.fcgi?id=mccree000con
Ruger Riojas,22,2026,Texas,SEC,6,2,0.75,3.97,17,17,,1,1,0,81.2,73,36,36,7,21,0,120,4,0,2,338,1.151,8,0.8,2.3,13.2,5.71,,player.fcgi?id=riojas000rug
Kaleb Rogers,19,2026,Texas,SEC,0,0,,27,2,0,,0,0,0,0.2,2,2,2,0,1,0,2,0,0,0,5,4.5,27,0,13.5,27,2,,player.fcgi?id=rogers000kal
Dylan Volantis*,20,2026,Texas,SEC,10,2,0.833,2.08,17,16,,0,0,0,95,67,28,22,3,28,0,135,11,0,13,395,1,6.3,0.3,2.7,12.8,4.82,,player.fcgi?id=volant000dyl
Ethan Walker*,22,2026,Texas,SEC,1,1,0.5,2.6,25,0,,0,0,0,17.1,19,7,5,1,3,0,14,1,0,0,74,1.269,9.9,0.5,1.6,7.3,4.67,,player.fcgi?id=walker003eth
Brody Walls,19,2026,Texas,SEC,2,0,1,5.4,19,0,,0,0,0,31.2,24,20,19,6,10,0,38,8,0,2,137,1.074,6.8,1.7,2.8,10.8,3.8,,player.fcgi?id=walls-000bro
Michael Winter,19,2026,Texas,SEC,1,0,1,5.93,12,2,,0,0,1,13.2,16,10,9,1,8,0,13,1,2,2,63,1.756,10.5,0.7,5.3,8.6,1.63,,player.fcgi?id=winter005mic
Kade Bing*,20,2025,Texas,SEC,3,0,1,3.15,12,10,,0,0,0,40,30,15,14,1,9,0,23,9,0,7,163,0.975,6.8,0.2,2,5.2,2.56,,player.fcgi?id=bing--000kad
Thomas Burns,20,2025,Texas,SEC,1,2,0.333,3.71,19,0,,0,0,4,26.2,17,13,11,4,16,0,40,3,0,0,114,1.238,5.7,1.4,5.4,13.5,2.5,,player.fcgi?id=burns-005tho
Andre Duplantier,24,2025,Texas,SEC,2,0,1,4.68,16,0,,0,0,0,25,16,14,13,2,10,1,20,8,0,1,107,1.04,5.8,0.7,3.6,7.2,2,,player.fcgi?id=duplan000and
Jason Flores,19,2025,Texas,SEC,4,2,0.667,2.78,14,5,,0,0,0,32.1,23,17,10,1,10,0,27,14,0,0,138,1.021,6.4,0.3,2.8,7.5,2.7,,player.fcgi?id=flores000jas
Max Grubbs,21,2025,Texas,SEC,6,2,0.75,2.84,22,1,,0,0,5,57,50,22,18,8,14,0,61,5,0,2,233,1.123,7.9,1.3,2.2,9.6,4.36,,player.fcgi?id=grubbs000max
Hudson Hamilton,19,2025,Texas,SEC,0,1,0,3.45,9,1,,0,0,2,15.2,9,6,6,2,7,0,16,1,0,2,63,1.021,5.2,1.1,4,9.2,2.29,,player.fcgi?id=hamilt000hud
Luke Harrison*,22,2025,Texas,SEC,5,1,0.833,3.06,15,15,,0,0,0,70.2,63,37,24,4,24,0,72,21,1,3,315,1.231,8,0.5,3.1,9.2,3,,player.fcgi?id=harris002luk
Cody Howard,22,2025,Texas,SEC,1,0,1,5.02,9,0,,0,0,0,14.1,10,8,8,1,12,0,13,3,0,3,66,1.535,6.3,0.6,7.5,8.2,1.08,,player.fcgi?id=howard002cod
Connor McCreery,22,2025,Texas,SEC,0,0,,18,3,0,,0,0,0,1,0,4,2,0,5,0,0,1,0,2,9,5,0,0,45,0,0,,player.fcgi?id=mccree000con
Will Mercer*,25,2025,Texas,SEC,0,1,0,9,3,0,,0,0,0,2,4,2,2,0,2,0,3,0,0,1,12,3,18,0,9,13.5,1.5,,player.fcgi?id=mercer000wil
Aiden Moffett,21,2025,Texas,SEC,0,0,,2.25,6,0,,0,0,0,4,1,1,1,0,4,0,7,2,0,3,17,1.25,2.3,0,9,15.8,1.75,,player.fcgi?id=moffet000aid
Bryce Navarre*,19,2025,Texas,SEC,1,0,1,8.1,6,0,,0,0,0,6.2,6,6,6,1,8,0,6,0,0,1,32,2.1,8.1,1.4,10.8,8.1,0.75,,player.fcgi?id=navarr000bry
Drew Rerick,19,2025,Texas,SEC,1,0,1,9,7,2,,0,0,0,7,5,7,7,1,11,0,7,2,2,2,39,2.286,6.4,1.3,14.1,9,0.64,,player.fcgi?id=rerick000dre
Ruger Riojas,21,2025,Texas,SEC,9,3,0.75,5.61,18,10,,0,0,0,69,68,45,43,12,21,0,62,11,0,3,300,1.29,8.9,1.6,2.7,8.1,2.95,,player.fcgi?id=riojas000rug
Grayson Saunier,21,2025,Texas,SEC,2,0,1,3.86,12,1,,0,0,1,25.2,22,11,11,2,10,0,17,6,0,0,112,1.247,7.7,0.7,3.5,6,1.7,,player.fcgi?id=saunie000gra
Jared Spencer*,21,2025,Texas,SEC,4,1,0.8,3.27,10,10,,0,0,0,52.1,41,19,19,6,23,0,66,7,0,3,225,1.223,7.1,1,4,11.4,2.87,,player.fcgi?id=spence000jar
Dylan Volantis*,19,2025,Texas,SEC,4,1,0.8,1.94,23,1,,0,0,12,51,33,13,11,3,12,0,74,4,0,0,197,0.882,5.8,0.5,2.1,13.1,6.17,,player.fcgi?id=volant000dyl
Ethan Walker*,21,2025,Texas,SEC,1,0,1,4.4,10,2,,0,0,0,14.1,10,10,7,0,2,0,12,6,0,0,59,0.837,6.3,0,1.3,7.5,6,,player.fcgi?id=walker003eth
Luke Billings,19,2026,Texas A&M,SEC,0,0,,40.5,3,0,,0,0,0,1.1,2,8,6,0,4,0,3,2,0,0,13,4.5,13.5,0,27,20.3,0.75,,player.fcgi?id=billin001luk
Hunter Bond*,22,2026,Texas A&M,SEC,0,0,,1.93,5,0,,0,0,0,9.1,5,3,2,2,2,0,9,1,0,0,35,0.75,4.8,1.9,1.9,8.7,4.5,,player.fcgi?id=bond--000hun
Grant Cunningham,22,2026,Texas A&M,SEC,4,1,0.8,7.91,17,0,,0,0,1,33,51,30,29,7,9,0,29,1,0,0,154,1.818,13.9,1.9,2.5,7.9,3.22,,player.fcgi?id=cunnin000gra
Ethan Darden*,22,2026,Texas A&M,SEC,4,4,0.5,5.56,25,5,,0,0,0,34,38,23,21,3,15,1,25,5,0,2,156,1.559,10.1,0.8,4,6.6,1.67,,player.fcgi?id=darden000eth
Clayton Freshcorn,21,2026,Texas A&M,SEC,4,3,0.571,2.82,27,1,,0,0,12,54.1,51,18,17,6,6,2,56,5,0,1,223,1.049,8.4,1,1,9.3,9.33,,player.fcgi?id=freshc000cla
Cole Hubert*,20,2026,Texas A&M,SEC,0,0,,9.31,14,5,,0,0,0,19.1,34,23,20,4,10,0,22,3,0,0,104,2.276,15.8,1.9,4.7,10.2,2.2,,player.fcgi?id=hubert000col
Gavin Lyons,20,2026,Texas A&M,SEC,9,0,1,5.06,29,3,,0,0,0,69.1,77,42,39,15,19,1,56,8,0,0,311,1.385,10,1.9,2.5,7.3,2.95,,player.fcgi?id=lyons-000gav
Weston Moss,22,2026,Texas A&M,SEC,5,2,0.714,5.46,15,14,,0,0,0,64.1,65,41,39,17,21,1,69,5,0,3,278,1.337,9.1,2.4,2.9,9.7,3.29,,player.fcgi?id=moss--003wes
Cooper Powell*,20,2026,Texas A&M,SEC,0,0,,2.19,11,0,,0,0,0,12.1,7,4,3,2,8,0,20,3,0,1,56,1.216,5.1,1.5,5.8,14.6,2.5,,player.fcgi?id=powell001coo
Shane Sdao*,22,2026,Texas A&M,SEC,4,4,0.5,7.03,17,13,,0,0,0,71.2,98,59,56,16,20,1,83,7,1,3,339,1.647,12.3,2,2.5,10.4,4.15,,player.fcgi?id=sdao--000sha
Aiden Sims,20,2026,Texas A&M,SEC,8,1,0.889,3.84,13,13,,1,1,0,68,54,33,29,13,19,0,73,8,0,1,282,1.074,7.1,1.7,2.5,9.7,3.84,,player.fcgi?id=sims--000aid
Josh Stewart,23,2026,Texas A&M,SEC,1,0,1,1.42,5,0,,0,0,1,6.1,5,1,1,0,1,0,10,0,0,1,23,0.947,7.1,0,1.4,14.2,10,,player.fcgi?id=stewar011jos
Juan Vargas,21,2026,Texas A&M,SEC,2,1,0.667,4.44,20,3,,0,0,0,26.1,25,14,13,5,10,0,22,3,1,4,117,1.329,8.5,1.7,3.4,7.5,2.2,,player.fcgi?id=vargas003jua
Hunter Vincent*,19,2026,Texas A&M,SEC,0,0,,6.35,10,0,,0,0,0,11.1,9,8,8,0,11,0,20,5,1,2,57,1.765,7.1,0,8.7,15.9,1.82,,player.fcgi?id=vincen000hun
Ty Baker,20,2025,Texas A&M,SEC,0,0,,40.5,1,0,,0,0,0,0.2,3,3,3,0,2,0,1,0,0,1,7,7.5,40.5,0,27,13.5,0.5,,player.fcgi?id=baker-001ty-
Jackson Brasseux*,20,2025,Texas A&M,SEC,0,0,,0,1,0,,0,0,0,1,1,0,0,0,0,0,2,0,0,0,4,1,9,0,0,18,,,player.fcgi?id=brasse000jac
Grant Cunningham,21,2025,Texas A&M,SEC,1,0,1,3.18,7,0,,0,0,0,11.1,9,6,4,2,3,0,5,2,0,1,48,1.059,7.1,1.6,2.4,4,1.67,,player.fcgi?id=cunnin000gra
Clayton Freshcorn,20,2025,Texas A&M,SEC,2,2,0.5,4.67,23,0,,0,0,2,27,24,15,14,1,9,0,33,4,1,1,118,1.222,8,0.3,3,11,3.67,,player.fcgi?id=freshc000cla
Luke Jackson,21,2025,Texas A&M,SEC,1,0,1,5.89,18,0,,0,0,1,18.1,21,14,12,2,12,0,24,6,0,0,96,1.8,10.3,1,5.9,11.8,2,,player.fcgi?id=jackso008luk
Justin Lamkin*,21,2025,Texas A&M,SEC,5,7,0.417,3.42,15,15,,1,1,0,84.1,74,37,32,10,19,0,98,9,0,1,350,1.103,7.9,1.1,2,10.5,5.16,,player.fcgi?id=lamkin000jus
Blayne Lyne,19,2025,Texas A&M,SEC,0,0,,0,1,0,,0,0,0,0.1,0,0,0,0,1,0,0,0,0,0,2,3,0,0,27,0,0,,player.fcgi?id=lyne--000bla
Gavin Lyons,19,2025,Texas A&M,SEC,2,0,1,2.52,10,5,,0,0,0,25,19,7,7,2,7,0,21,8,0,0,103,1.04,6.8,0.7,2.5,7.6,3,,player.fcgi?id=lyons-000gav
Caden McCoy*,19,2025,Texas A&M,SEC,3,2,0.6,4.91,14,0,,0,0,2,22,18,13,12,4,9,0,29,0,0,3,97,1.227,7.4,1.6,3.7,11.9,3.22,,player.fcgi?id=mccoy-000cad
Isaac Morton,20,2025,Texas A&M,SEC,1,0,1,2.45,3,0,,0,0,0,3.2,4,1,1,0,4,0,4,2,0,0,20,2.182,9.8,0,9.8,9.8,1,,player.fcgi?id=morton000isa
Weston Moss,21,2025,Texas A&M,SEC,6,3,0.667,3.19,22,2,,0,0,1,48,39,19,17,3,18,0,50,5,0,0,206,1.188,7.3,0.6,3.4,9.4,2.78,,player.fcgi?id=moss--003wes
Myles Patton*,21,2025,Texas A&M,SEC,3,5,0.375,5.26,15,15,,0,0,0,77,81,45,45,9,17,0,82,11,1,2,332,1.273,9.5,1.1,2,9.6,4.82,,player.fcgi?id=patton000myl
Ryan Prager*,22,2025,Texas A&M,SEC,4,4,0.5,4.21,15,15,,1,1,0,83.1,84,45,39,16,21,0,73,5,0,1,350,1.26,9.1,1.7,2.3,7.9,3.48,,player.fcgi?id=prager000rya
Brad Rudis,22,2025,Texas A&M,SEC,1,1,0.5,2.84,20,1,,0,0,0,31.2,26,10,10,4,11,2,35,5,0,0,135,1.168,7.4,1.1,3.1,9.9,3.18,,player.fcgi?id=rudis-000bra
Aiden Sims,19,2025,Texas A&M,SEC,1,0,1,7.62,6,3,,0,0,0,13,16,15,11,4,5,0,13,2,0,1,62,1.615,11.1,2.8,3.5,9,2.6,,player.fcgi?id=sims--000aid
Peyton Smith,22,2025,Texas A&M,SEC,0,0,,31.5,5,0,,0,0,0,2,7,9,7,1,3,0,2,2,0,1,19,5,31.5,4.5,13.5,9,0.67,,player.fcgi?id=smith-003pey
Josh Stewart,22,2025,Texas A&M,SEC,0,0,,,1,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,,,,,,,,player.fcgi?id=stewar011jos
Kaiden Wilson*,21,2025,Texas A&M,SEC,0,2,0,4.43,22,0,,0,0,1,22.1,18,16,11,3,10,1,28,3,0,1,95,1.254,7.3,1.2,4,11.3,2.8,,player.fcgi?id=wilson000kai
Brett Antolick,19,2024,Texas A&M,SEC,0,0,,9.64,4,1,,0,0,0,4.2,9,6,5,1,2,0,1,0,0,0,25,2.357,17.4,1.9,3.9,1.9,0.5,,player.fcgi?id=antoli000bre
Eldridge Armstrong,21,2024,Texas A&M,SEC,0,0,,7.71,4,0,,0,0,0,4.2,6,4,4,1,2,0,7,0,0,0,22,1.714,11.6,1.9,3.9,13.5,3.5,,player.fcgi?id=armstr002eld
Evan Aschenbeck*,23,2024,Texas A&M,SEC,6,1,0.857,1.78,32,0,,0,0,10,75.2,55,17,15,7,12,1,87,1,0,4,296,0.885,6.5,0.8,1.4,10.3,7.25,,player.fcgi?id=aschen000eva
