Name,Age,Season,Team,Conference,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,Name-additional
Jake Straub?,--,2011,Northwestern,Big Ten,21,54,51,3,11,2,0,0,7,0,0,2,4,0.216,0.245,0.255,0.5,13,,0,1,0,,,player.fcgi?id=straub000jak
Hamilton Wise?,--,2011,Northwestern,Big Ten,34,61,52,6,8,0,0,0,2,0,0,7,11,0.154,0.254,0.154,0.408,8,,0,2,0,,,player.fcgi?id=wise--000ham
Luke Dauch*,19,2012,Northwestern,Big Ten,34,80,72,6,14,4,1,0,10,4,0,5,21,0.194,0.263,0.278,0.54,20,,2,0,1,0,,player.fcgi?id=dauch-000luk
Colby Everett?,--,2012,Northwestern,Big Ten,49,162,148,10,30,6,0,0,20,1,2,7,24,0.203,0.256,0.243,0.5,36,,4,2,1,0,,player.fcgi?id=everet000col
Jack Havey?,--,2012,Northwestern,Big Ten,52,230,200,25,52,8,0,5,32,1,0,21,26,0.26,0.345,0.375,0.72,75,,6,1,2,6,,player.fcgi?id=havey-000jac
Reid Hunter?,--,2012,Northwestern,Big Ten,13,18,14,2,2,1,0,0,1,0,0,3,2,0.143,0.333,0.214,0.548,3,,1,0,0,0,,player.fcgi?id=hunter000rei
Chris Kontos?,--,2012,Northwestern,Big Ten,26,44,39,0,5,2,0,0,2,0,0,3,14,0.128,0.186,0.18,0.366,7,,0,1,1,0,,player.fcgi?id=kontos000chr
Cody Libman?,--,2012,Northwestern,Big Ten,4,5,5,0,1,0,0,0,0,0,0,0,1,0.2,0.2,0.2,0.4,1,,0,0,0,0,,player.fcgi?id=libman000cod
Nick Linne?,--,2012,Northwestern,Big Ten,49,184,165,21,46,6,1,0,9,2,2,12,47,0.279,0.332,0.327,0.659,54,,1,6,0,0,,player.fcgi?id=linne-000nic
Jack Livingston*,20,2012,Northwestern,Big Ten,33,73,60,9,14,4,0,0,5,0,0,12,21,0.233,0.37,0.3,0.67,18,,1,0,0,0,,player.fcgi?id=living002jac
Patrick Miller?,--,2012,Northwestern,Big Ten,28,34,22,2,1,0,0,0,2,0,0,7,7,0.046,0.276,0.046,0.321,1,,0,5,0,0,,player.fcgi?id=miller003pat
Zach Morton,21,2012,Northwestern,Big Ten,54,234,209,34,61,5,0,0,15,4,3,19,35,0.292,0.363,0.316,0.679,66,,5,0,1,0,,player.fcgi?id=morton000zac
Walker Moses,19,2012,Northwestern,Big Ten,38,121,111,11,28,4,0,1,11,2,2,4,27,0.252,0.288,0.315,0.603,35,,2,3,1,0,,player.fcgi?id=moses-002wal
Jack Quigley,20,2012,Northwestern,Big Ten,25,2,2,3,0,0,0,0,0,2,1,0,2,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=quigle000jac
Geoff Rowan,22,2012,Northwestern,Big Ten,52,189,165,15,48,7,0,0,17,1,2,8,22,0.291,0.341,0.333,0.674,55,,5,10,1,0,,player.fcgi?id=rowan-000geo
Kyle Ruchim,19,2012,Northwestern,Big Ten,54,241,204,32,59,12,2,3,26,10,3,22,23,0.289,0.373,0.412,0.785,84,,6,8,1,0,,player.fcgi?id=ruchim000kyl
Paul Snieder*,22,2012,Northwestern,Big Ten,54,247,213,21,48,5,2,5,24,0,1,27,50,0.225,0.312,0.338,0.65,72,,2,0,5,1,,player.fcgi?id=sniede000pau
Cody Stevens,21,2012,Northwestern,Big Ten,36,40,35,6,8,0,0,0,5,1,0,3,6,0.229,0.308,0.229,0.536,8,,1,1,0,0,,player.fcgi?id=steven000cod
Jake Straub?,--,2012,Northwestern,Big Ten,16,25,21,3,6,0,0,0,2,0,0,2,5,0.286,0.4,0.286,0.686,6,,2,0,0,0,,player.fcgi?id=straub000jak
Mike Trucco?,--,2012,Northwestern,Big Ten,4,4,4,2,2,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1,2,,0,0,0,0,,player.fcgi?id=trucco000mik
Hamilton Wise?,--,2012,Northwestern,Big Ten,48,139,129,12,33,1,0,0,10,2,1,8,21,0.256,0.299,0.264,0.563,34,,0,2,0,0,,player.fcgi?id=wise--000ham
Luke Dauch*,20,2013,Northwestern,Big Ten,27,90,82,11,23,3,0,1,7,4,0,6,19,0.281,0.33,0.354,0.683,29,,0,2,0,0,,player.fcgi?id=dauch-000luk
Colby Everett?,--,2013,Northwestern,Big Ten,32,113,102,13,26,7,0,0,11,1,0,2,13,0.255,0.315,0.324,0.639,33,,7,2,0,0,,player.fcgi?id=everet000col
Antonio Freschet?,--,2013,Northwestern,Big Ten,25,36,35,6,6,1,0,0,3,2,0,1,7,0.171,0.194,0.2,0.394,7,,0,0,0,0,,player.fcgi?id=fresch000ant
Jack Havey?,--,2013,Northwestern,Big Ten,43,196,166,19,51,9,0,2,28,2,2,19,28,0.307,0.385,0.398,0.783,66,,4,4,3,0,,player.fcgi?id=havey-000jac
Scott Heelan,20,2013,Northwestern,Big Ten,32,117,101,13,37,7,0,2,10,1,0,10,7,0.366,0.448,0.495,0.943,50,,5,1,0,0,,player.fcgi?id=heelan000sco
Reid Hunter?,--,2013,Northwestern,Big Ten,19,23,18,5,3,1,1,0,1,0,0,4,6,0.167,0.348,0.333,0.681,6,,1,0,0,0,,player.fcgi?id=hunter000rei
Zach Jones*,19,2013,Northwestern,Big Ten,39,117,110,18,33,6,0,0,14,0,0,6,18,0.3,0.333,0.355,0.688,39,,0,0,1,0,,player.fcgi?id=jones-003zac
Cody Libman?,--,2013,Northwestern,Big Ten,13,10,10,2,2,0,0,0,0,0,0,0,5,0.2,0.2,0.2,0.4,2,,0,0,0,0,,player.fcgi?id=libman000cod
Nick Linne?,--,2013,Northwestern,Big Ten,32,98,81,8,11,4,0,0,8,1,0,11,22,0.136,0.255,0.185,0.441,15,,2,4,0,0,,player.fcgi?id=linne-000nic
Jack Livingston*,21,2013,Northwestern,Big Ten,25,35,31,2,9,4,0,0,5,1,0,4,7,0.29,0.371,0.419,0.791,13,,0,0,0,0,,player.fcgi?id=living002jac
Jack Mitchell?,--,2013,Northwestern,Big Ten,36,115,110,7,24,7,0,2,19,0,0,2,25,0.218,0.252,0.336,0.589,37,,3,0,0,0,,player.fcgi?id=mitche004jac
Zach Morton,22,2013,Northwestern,Big Ten,47,207,183,22,53,10,0,1,31,3,0,10,17,0.29,0.328,0.361,0.689,66,,3,6,5,1,,player.fcgi?id=morton000zac
Walker Moses,20,2013,Northwestern,Big Ten,45,170,141,14,36,3,0,0,16,2,1,11,35,0.255,0.327,0.277,0.604,39,,5,11,2,0,,player.fcgi?id=moses-002wal
Josh Perlmutter?,--,2013,Northwestern,Big Ten,23,52,50,5,12,2,2,0,3,0,0,2,20,0.24,0.269,0.36,0.629,18,,0,0,0,0,,player.fcgi?id=perlmu000jos
Jack Quigley,21,2013,Northwestern,Big Ten,25,24,23,0,3,0,0,0,0,2,1,1,5,0.13,0.167,0.13,0.297,3,,0,0,0,0,,player.fcgi?id=quigle000jac
Kyle Ruchim,20,2013,Northwestern,Big Ten,43,197,167,32,61,16,3,2,26,10,4,23,24,0.365,0.441,0.533,0.974,89,,2,2,3,2,,player.fcgi?id=ruchim000kyl
Jake Schieber,19,2013,Northwestern,Big Ten,29,43,34,4,8,2,0,0,2,2,0,4,15,0.235,0.366,0.294,0.66,10,,3,2,0,0,,player.fcgi?id=schieb000jak
Trevor Stevens#,24,2013,Northwestern,Big Ten,48,239,202,40,54,9,1,1,14,19,4,24,36,0.267,0.355,0.337,0.691,68,,5,5,3,0,,player.fcgi?id=steven002tre
Jake Straub?,--,2013,Northwestern,Big Ten,31,92,71,11,22,1,0,0,9,2,0,11,13,0.31,0.443,0.324,0.767,23,,6,4,0,0,,player.fcgi?id=straub000jak
Mike Trucco?,--,2013,Northwestern,Big Ten,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=trucco000mik
Luke Dauch*,21,2014,Northwestern,Big Ten,44,136,114,22,28,4,1,2,10,9,2,17,24,0.246,0.338,0.351,0.689,40,,0,3,2,0,,player.fcgi?id=dauch-000luk
Antonio Freschet?,--,2014,Northwestern,Big Ten,20,36,31,2,7,1,0,0,2,0,0,0,8,0.226,0.226,0.258,0.484,8,,0,5,0,0,,player.fcgi?id=fresch000ant
Scott Heelan,21,2014,Northwestern,Big Ten,48,216,189,26,60,13,1,1,33,1,2,17,16,0.318,0.393,0.413,0.805,78,,7,2,1,1,,player.fcgi?id=heelan000sco
Matt Hopfner,19,2014,Northwestern,Big Ten,50,221,197,30,66,6,1,0,25,1,1,17,29,0.335,0.385,0.376,0.761,74,,1,3,3,0,,player.fcgi?id=hopfne000mat
Joe Hoscheit,19,2014,Northwestern,Big Ten,51,197,178,20,46,10,1,4,23,1,0,10,19,0.258,0.327,0.393,0.72,70,,8,1,0,0,,player.fcgi?id=hosche000joe
Reid Hunter?,--,2014,Northwestern,Big Ten,40,93,80,13,24,5,1,0,8,0,0,5,12,0.3,0.36,0.388,0.747,31,,3,4,1,0,,player.fcgi?id=hunter000rei
Zach Jones*,20,2014,Northwestern,Big Ten,40,175,162,15,51,7,1,0,17,0,2,8,21,0.315,0.345,0.37,0.715,60,,1,1,3,1,,player.fcgi?id=jones-003zac
Cody Libman?,--,2014,Northwestern,Big Ten,8,9,8,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,,0,0,1,0,,player.fcgi?id=libman000cod
Nick Linne?,--,2014,Northwestern,Big Ten,50,159,130,14,28,2,0,0,10,4,1,15,32,0.215,0.311,0.231,0.542,30,,4,8,2,0,,player.fcgi?id=linne-000nic
Jack Livingston*,22,2014,Northwestern,Big Ten,29,88,77,7,24,10,0,1,17,1,0,10,20,0.312,0.398,0.481,0.878,37,,1,0,0,0,,player.fcgi?id=living002jac
Jack Mitchell?,--,2014,Northwestern,Big Ten,29,89,78,10,20,5,0,2,12,2,2,8,11,0.256,0.315,0.397,0.712,31,,0,0,3,0,,player.fcgi?id=mitche004jac
Walker Moses,21,2014,Northwestern,Big Ten,41,135,105,18,26,4,0,0,9,6,3,15,28,0.248,0.362,0.286,0.648,30,,5,8,2,1,,player.fcgi?id=moses-002wal
Josh Perlmutter?,--,2014,Northwestern,Big Ten,17,26,22,3,4,1,0,1,3,0,1,3,6,0.182,0.308,0.364,0.671,8,,1,0,0,0,,player.fcgi?id=perlmu000jos
Kyle Ruchim,21,2014,Northwestern,Big Ten,2,11,9,1,3,1,0,0,0,0,1,2,0,0.333,0.455,0.444,0.899,4,,0,0,0,0,,player.fcgi?id=ruchim000kyl
Jake Schieber,20,2014,Northwestern,Big Ten,37,97,88,11,21,5,1,0,8,3,1,3,31,0.239,0.292,0.318,0.61,28,,4,1,1,0,,player.fcgi?id=schieb000jak
Cody Stevens,23,2014,Northwestern,Big Ten,48,191,169,18,47,2,0,0,11,8,4,14,24,0.278,0.337,0.29,0.627,49,,1,7,0,0,,player.fcgi?id=steven000cod
Jake Straub?,--,2014,Northwestern,Big Ten,40,128,110,15,29,3,0,0,17,0,3,6,15,0.264,0.32,0.291,0.611,32,,4,6,2,0,,player.fcgi?id=straub000jak
Mike Trucco?,--,2014,Northwestern,Big Ten,15,16,13,2,4,1,0,0,0,0,0,1,1,0.308,0.4,0.385,0.785,5,,1,1,0,0,,player.fcgi?id=trucco000mik
RJ Watters?,--,2014,Northwestern,Big Ten,25,20,19,5,3,0,0,1,2,0,0,0,11,0.158,0.158,0.316,0.474,6,,0,1,0,0,,player.fcgi?id=watter000rj-
Tommy Bordignon,19,2015,Northwestern,Big Ten,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=bordig000tom
Jack Claeys?,--,2015,Northwestern,Big Ten,13,17,16,0,3,1,0,0,3,0,0,0,5,0.188,0.177,0.25,0.427,4,,0,0,1,0,,player.fcgi?id=claeys000jac
Luke Dauch*,22,2015,Northwestern,Big Ten,32,55,48,6,10,1,0,1,3,2,0,5,16,0.208,0.296,0.292,0.588,14,,1,1,0,0,,player.fcgi?id=dauch-000luk
Antonio Freschet?,--,2015,Northwestern,Big Ten,43,109,92,9,21,1,0,0,4,0,2,10,14,0.228,0.304,0.239,0.543,22,,0,7,0,0,,player.fcgi?id=fresch000ant
Scott Heelan,22,2015,Northwestern,Big Ten,51,228,208,28,69,17,0,1,19,1,0,17,11,0.332,0.386,0.428,0.814,89,,2,0,1,1,,player.fcgi?id=heelan000sco
Matt Hopfner,20,2015,Northwestern,Big Ten,44,158,145,14,35,5,1,1,17,4,2,7,41,0.241,0.295,0.31,0.605,45,,4,2,0,0,,player.fcgi?id=hopfne000mat
Joe Hoscheit,20,2015,Northwestern,Big Ten,54,227,206,23,59,14,2,3,28,0,2,11,36,0.286,0.345,0.418,0.763,86,,8,1,1,0,,player.fcgi?id=hosche000joe
Reid Hunter?,--,2015,Northwestern,Big Ten,44,139,132,16,32,4,0,0,13,2,0,5,32,0.242,0.281,0.273,0.553,36,,2,0,0,0,,player.fcgi?id=hunter000rei
Zach Jones*,21,2015,Northwestern,Big Ten,52,239,218,24,70,20,1,1,32,0,0,17,30,0.321,0.374,0.436,0.81,95,,2,1,1,0,,player.fcgi?id=jones-003zac
Cody Libman?,--,2015,Northwestern,Big Ten,10,13,13,1,2,0,0,0,0,0,0,0,4,0.154,0.154,0.154,0.308,2,,0,0,0,0,,player.fcgi?id=libman000cod
Connor Lind,19,2015,Northwestern,Big Ten,48,160,139,13,33,4,0,0,14,0,0,10,34,0.237,0.319,0.266,0.585,37,,7,3,1,0,,player.fcgi?id=lind--002con
Jack Mitchell?,--,2015,Northwestern,Big Ten,37,115,99,9,22,5,0,2,7,0,0,14,23,0.222,0.322,0.333,0.655,33,,1,0,1,0,,player.fcgi?id=mitche004jac
Walker Moses,22,2015,Northwestern,Big Ten,16,27,26,2,6,2,0,0,2,0,0,0,12,0.231,0.222,0.308,0.53,8,,0,0,1,0,,player.fcgi?id=moses-002wal
Grant Peikert?,--,2015,Northwestern,Big Ten,39,133,122,20,30,3,0,1,13,2,2,6,24,0.246,0.285,0.295,0.58,36,,1,3,1,0,,player.fcgi?id=peiker000gra
JR Reimer,19,2015,Northwestern,Big Ten,37,80,73,10,17,3,0,1,7,1,1,5,13,0.233,0.291,0.315,0.606,23,,1,1,0,0,,player.fcgi?id=reimer000jr-
Kyle Ruchim,22,2015,Northwestern,Big Ten,36,178,159,29,57,16,1,6,23,1,4,16,14,0.359,0.416,0.585,1.001,93,,1,0,2,0,,player.fcgi?id=ruchim000kyl
Jake Schieber,21,2015,Northwestern,Big Ten,12,19,17,0,1,1,0,0,0,1,0,1,8,0.059,0.158,0.118,0.276,2,,1,0,0,0,,player.fcgi?id=schieb000jak
Cody Stevens,24,2015,Northwestern,Big Ten,51,182,163,18,41,8,0,1,5,2,2,9,27,0.252,0.307,0.319,0.626,52,,4,6,0,0,,player.fcgi?id=steven000cod
Mike Trucco?,--,2015,Northwestern,Big Ten,13,23,21,1,7,0,0,1,4,0,0,1,8,0.333,0.391,0.476,0.868,10,,1,0,0,0,,player.fcgi?id=trucco000mik
RJ Watters?,--,2015,Northwestern,Big Ten,27,50,47,6,16,1,0,0,6,4,2,0,9,0.34,0.354,0.362,0.716,17,,1,2,0,0,,player.fcgi?id=watter000rj-
Willie Bourbon*,--,2016,Northwestern,Big Ten,53,216,185,22,47,7,2,2,28,1,1,26,70,0.254,0.354,0.346,0.699,64,,3,1,1,0,,player.fcgi?id=bourbo000wil
Jack Claeys?,--,2016,Northwestern,Big Ten,46,158,137,18,34,6,0,1,24,1,0,11,33,0.248,0.321,0.314,0.634,43,,5,2,3,0,,player.fcgi?id=claeys000jac
Ben Dickey,19,2016,Northwestern,Big Ten,47,155,136,14,33,1,1,0,17,6,3,9,22,0.243,0.318,0.265,0.583,36,,6,4,0,0,,player.fcgi?id=dickey000ben
Jack Dunn,19,2016,Northwestern,Big Ten,54,245,213,33,55,9,0,1,18,7,7,23,36,0.258,0.344,0.315,0.659,67,,5,4,0,0,,player.fcgi?id=dunn--004jac
Antonio Freschet?,--,2016,Northwestern,Big Ten,6,17,15,0,5,1,0,0,3,0,0,2,4,0.333,0.412,0.4,0.812,6,,0,0,0,0,,player.fcgi?id=fresch000ant
Jake Garbarino,19,2016,Northwestern,Big Ten,12,17,16,1,2,1,0,0,1,0,0,0,9,0.125,0.177,0.188,0.364,3,,1,0,0,0,,player.fcgi?id=garbar000jak
Matt Hopfner,21,2016,Northwestern,Big Ten,53,231,199,36,70,13,2,2,21,3,2,24,36,0.352,0.437,0.467,0.905,93,,7,0,1,0,,player.fcgi?id=hopfne000mat
Joe Hoscheit,21,2016,Northwestern,Big Ten,46,189,167,27,46,5,1,8,33,0,0,15,23,0.275,0.349,0.461,0.81,77,,5,0,2,0,,player.fcgi?id=hosche000joe
Mat Jones?,--,2016,Northwestern,Big Ten,29,67,62,7,14,2,0,2,8,0,0,5,20,0.226,0.284,0.355,0.638,22,,0,0,0,0,,player.fcgi?id=jones-015mat
Zach Jones*,22,2016,Northwestern,Big Ten,52,230,213,29,55,13,2,0,22,5,0,13,37,0.258,0.31,0.338,0.648,72,,3,1,0,0,,player.fcgi?id=jones-003zac
Dan Kubiuk,20,2016,Northwestern,Big Ten,19,0,0,1,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,0,,player.fcgi?id=kubiuk000dan
Connor Lind,20,2016,Northwestern,Big Ten,54,233,201,25,58,5,0,0,26,1,1,22,39,0.289,0.368,0.313,0.681,63,,5,2,3,1,,player.fcgi?id=lind--002con
Reed Mason,22,2016,Northwestern,Big Ten,18,0,0,1,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,0,,player.fcgi?id=mason-000ree
Grant Peikert?,--,2016,Northwestern,Big Ten,33,79,72,8,12,1,0,0,7,3,2,2,21,0.167,0.211,0.181,0.391,13,,2,3,0,0,,player.fcgi?id=peiker000gra
JR Reimer,20,2016,Northwestern,Big Ten,22,41,33,8,6,1,0,1,4,1,0,7,10,0.182,0.342,0.303,0.645,10,,1,0,0,0,,player.fcgi?id=reimer000jr-
Jake Schieber,22,2016,Northwestern,Big Ten,40,153,129,17,28,3,2,1,16,3,2,18,33,0.217,0.329,0.295,0.624,38,,4,1,1,0,,player.fcgi?id=schieb000jak
RJ Watters?,--,2016,Northwestern,Big Ten,33,62,55,5,9,1,0,0,2,1,0,1,21,0.164,0.22,0.182,0.402,10,,3,3,0,0,,player.fcgi?id=watter000rj-
Willie Bourbon*,--,2017,Northwestern,Big Ten,46,157,140,13,23,2,1,2,12,3,1,15,43,0.164,0.248,0.236,0.484,33,,1,0,1,0,,player.fcgi?id=bourbo000wil
Kyle Burnett,19,2017,Northwestern,Big Ten,12,16,15,0,4,1,0,0,1,0,1,1,7,0.267,0.313,0.333,0.646,5,,0,0,0,0,,player.fcgi?id=burnet000kyl
Jack Claeys?,--,2017,Northwestern,Big Ten,45,162,133,19,34,8,0,3,27,4,1,21,34,0.256,0.369,0.384,0.752,51,,4,2,2,0,,player.fcgi?id=claeys000jac
Josh Davis?,--,2017,Northwestern,Big Ten,14,0,0,1,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,0,,player.fcgi?id=davis-014jos
Ben Dickey,20,2017,Northwestern,Big Ten,52,144,118,16,28,1,1,0,14,10,5,18,35,0.237,0.355,0.263,0.617,31,,4,3,1,0,,player.fcgi?id=dickey000ben
Jack Dunn,20,2017,Northwestern,Big Ten,57,254,212,31,49,7,0,0,20,11,6,24,34,0.231,0.333,0.264,0.598,56,,9,8,1,0,,player.fcgi?id=dunn--004jac
Alex Erro#,19,2017,Northwestern,Big Ten,57,253,233,36,64,11,0,5,25,7,1,15,18,0.275,0.324,0.386,0.71,90,,3,0,2,0,,player.fcgi?id=erro--000ale
Richard Fordon*,21,2017,Northwestern,Big Ten,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=fordon000ric
Pete Hofman,22,2017,Northwestern,Big Ten,23,0,0,1,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,0,,player.fcgi?id=hofman000pet
Matt Hopfner,22,2017,Northwestern,Big Ten,57,250,226,48,68,16,4,3,33,7,1,20,38,0.301,0.368,0.447,0.815,101,,4,0,0,0,,player.fcgi?id=hopfne000mat
Joe Hoscheit,22,2017,Northwestern,Big Ten,56,236,194,39,69,14,2,7,45,4,3,27,29,0.356,0.436,0.557,0.993,108,,7,0,8,2,,player.fcgi?id=hosche000joe
Mat Jones?,--,2017,Northwestern,Big Ten,8,13,10,1,2,0,0,0,1,0,0,0,2,0.2,0.308,0.2,0.508,2,,2,0,1,0,,player.fcgi?id=jones-015mat
Leo Kaplan,19,2017,Northwestern,Big Ten,37,112,108,16,31,8,1,4,17,6,1,2,32,0.287,0.313,0.491,0.803,53,,2,0,0,0,,player.fcgi?id=kaplan000leo
Connor Lind,21,2017,Northwestern,Big Ten,55,216,184,26,47,8,0,3,31,4,2,19,46,0.255,0.337,0.348,0.684,64,,5,5,3,0,,player.fcgi?id=lind--002con
Charlie Maxwell*,19,2017,Northwestern,Big Ten,38,102,90,15,18,3,0,0,2,8,3,10,29,0.2,0.287,0.233,0.52,21,,1,1,0,0,,player.fcgi?id=maxwel003cha
Nick Paciorek,19,2017,Northwestern,Big Ten,37,95,81,8,13,2,1,1,7,2,0,5,39,0.161,0.261,0.247,0.508,20,,6,3,0,0,,player.fcgi?id=pacior000nic
Grant Peikert?,--,2017,Northwestern,Big Ten,22,50,41,7,10,2,0,0,5,1,2,5,9,0.244,0.354,0.293,0.647,12,,2,2,0,0,,player.fcgi?id=peiker000gra
Jake Schieber,23,2017,Northwestern,Big Ten,38,124,95,17,23,4,2,0,13,5,1,10,36,0.242,0.375,0.326,0.701,31,,12,4,3,0,,player.fcgi?id=schieb000jak
Tommy Bordignon,22,2018,Northwestern,Big Ten,24,1,1,2,1,0,0,0,0,0,0,0,0,1,1,1,2,1,,0,0,0,0,,player.fcgi?id=bordig000tom
Willie Bourbon*,--,2018,Northwestern,Big Ten,49,219,178,31,49,8,3,6,34,3,2,31,46,0.275,0.384,0.455,0.839,81,,4,0,6,1,,player.fcgi?id=bourbo000wil
Kyle Burnett,20,2018,Northwestern,Big Ten,28,74,59,8,11,2,0,1,7,3,1,12,24,0.186,0.324,0.271,0.596,16,,1,0,2,0,,player.fcgi?id=burnet000kyl
Jack Claeys?,--,2018,Northwestern,Big Ten,48,197,170,28,52,10,1,8,39,8,2,18,40,0.306,0.386,0.518,0.903,88,,6,0,3,1,,player.fcgi?id=claeys000jac
Ben Dickey,21,2018,Northwestern,Big Ten,49,211,168,25,37,6,0,1,10,13,5,29,36,0.22,0.368,0.274,0.642,46,,11,2,1,2,,player.fcgi?id=dickey000ben
David Dunn,20,2018,Northwestern,Big Ten,10,39,34,7,11,1,3,0,5,2,1,3,5,0.324,0.41,0.529,0.94,18,,2,0,0,0,,player.fcgi?id=dunn--000dav
Jack Dunn,21,2018,Northwestern,Big Ten,49,228,194,42,60,8,1,1,22,21,3,17,30,0.309,0.395,0.376,0.771,73,,11,5,1,0,,player.fcgi?id=dunn--004jac
Alex Erro#,20,2018,Northwestern,Big Ten,49,227,196,30,58,10,0,3,29,17,1,23,21,0.296,0.376,0.393,0.769,77,,4,1,3,0,,player.fcgi?id=erro--000ale
Mat Jones?,--,2018,Northwestern,Big Ten,11,14,11,0,0,0,0,0,0,0,0,2,7,0,0.214,0,0.214,0,,1,0,0,0,,player.fcgi?id=jones-015mat
Leo Kaplan,20,2018,Northwestern,Big Ten,46,180,161,14,34,6,0,2,21,9,4,8,43,0.211,0.263,0.286,0.548,46,,5,1,5,0,,player.fcgi?id=kaplan000leo
Jack Kelly*,19,2018,Northwestern,Big Ten,24,70,61,9,8,1,0,2,8,1,2,9,20,0.131,0.243,0.246,0.489,15,,0,0,0,0,,player.fcgi?id=kelly-003jac
Quinn Lavelle?,--,2018,Northwestern,Big Ten,15,1,1,1,1,1,0,0,0,0,0,0,0,1,1,2,3,2,,0,0,0,0,,player.fcgi?id=lavell000qui
Connor Lind,22,2018,Northwestern,Big Ten,45,184,149,25,29,7,0,1,16,1,1,22,36,0.195,0.307,0.262,0.569,39,,4,5,4,0,,player.fcgi?id=lind--002con
Charlie Maxwell*,20,2018,Northwestern,Big Ten,43,164,140,12,33,8,3,2,18,9,5,18,35,0.236,0.34,0.379,0.718,53,,4,2,0,0,,player.fcgi?id=maxwel003cha
Casey O'Laughlin*,19,2018,Northwestern,Big Ten,43,121,112,13,26,3,1,1,13,3,2,5,30,0.232,0.281,0.304,0.585,34,,3,0,1,0,,player.fcgi?id=olaugh000cas
Nick Paciorek,20,2018,Northwestern,Big Ten,8,5,5,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=pacior000nic
JR Reimer,22,2018,Northwestern,Big Ten,11,2,1,0,0,0,0,0,0,0,0,1,1,0,0.5,0,0.5,0,,0,0,0,0,,player.fcgi?id=reimer000jr-
Jack Anderson,19,2019,Northwestern,Big Ten,19,56,48,6,7,2,0,0,5,0,0,7,15,0.146,0.255,0.188,0.442,9,,0,1,0,0,,player.fcgi?id=anders014jac
Willie Bourbon*,--,2019,Northwestern,Big Ten,50,210,178,28,43,9,2,4,31,5,1,28,51,0.242,0.348,0.382,0.73,68,,2,0,2,0,,player.fcgi?id=bourbo000wil
Anthony Calarco*,19,2019,Northwestern,Big Ten,29,89,73,10,13,3,1,0,6,1,0,14,30,0.178,0.326,0.247,0.572,18,,2,0,0,0,,player.fcgi?id=calarc000ant
Ben Dickey,22,2019,Northwestern,Big Ten,43,148,125,18,32,5,0,2,15,13,3,20,27,0.256,0.361,0.344,0.705,43,,1,1,1,0,,player.fcgi?id=dickey000ben
David Dunn,21,2019,Northwestern,Big Ten,50,212,192,27,52,9,0,2,20,7,1,16,61,0.271,0.327,0.349,0.676,67,,1,1,2,0,,player.fcgi?id=dunn--000dav
Jack Dunn,22,2019,Northwestern,Big Ten,51,239,191,43,65,10,1,0,36,11,4,25,26,0.34,0.435,0.403,0.838,77,,10,9,4,0,,player.fcgi?id=dunn--004jac
Alex Erro#,21,2019,Northwestern,Big Ten,51,231,211,28,68,12,2,4,34,8,3,17,27,0.322,0.372,0.455,0.827,96,,1,0,2,1,,player.fcgi?id=erro--000ale
Shawn Goosenberg,19,2019,Northwestern,Big Ten,49,198,184,23,53,14,3,0,27,11,1,8,29,0.288,0.338,0.397,0.735,73,,6,0,0,0,,player.fcgi?id=goosen000sha
Leo Kaplan,21,2019,Northwestern,Big Ten,39,100,88,14,17,2,1,2,14,3,1,6,27,0.193,0.265,0.307,0.572,27,,3,2,1,0,,player.fcgi?id=kaplan000leo
Jack Kelly*,20,2019,Northwestern,Big Ten,32,84,71,12,21,4,1,1,11,0,0,10,16,0.296,0.378,0.423,0.801,30,,0,2,1,0,,player.fcgi?id=kelly-003jac
Charlie Maxwell*,21,2019,Northwestern,Big Ten,37,118,101,17,23,5,2,0,5,1,2,12,30,0.228,0.328,0.317,0.644,32,,3,2,0,0,,player.fcgi?id=maxwel003cha
Casey O'Laughlin*,20,2019,Northwestern,Big Ten,45,144,127,22,33,8,1,5,27,6,2,12,32,0.26,0.347,0.457,0.804,58,,5,0,0,0,,player.fcgi?id=olaugh000cas
Nick Paciorek,21,2019,Northwestern,Big Ten,21,0,0,1,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,0,,player.fcgi?id=pacior000nic
Michael Trautwein*,19,2019,Northwestern,Big Ten,48,173,152,22,37,7,0,1,15,5,2,15,31,0.243,0.322,0.309,0.631,47,,3,2,1,0,,player.fcgi?id=trautw000mic
