Name,Age,Season,Team,Conference,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,Name-additional
Quinn Snarskis,22,2019,Illinois,Big Ten,0,1,0,5.47,9,5,,0,0,0,24.2,31,16,15,1,8,0,12,3,0,0,113,1.581,11.3,0.4,2.9,4.4,1.5,,player.fcgi?id=snarsk000qui
Cyrillo Watson,21,2019,Illinois,Big Ten,5,2,0.714,3.65,13,13,,0,0,0,69,65,32,28,3,39,0,49,8,0,5,308,1.507,8.5,0.4,5.1,6.4,1.26,,player.fcgi?id=watson000cyr
Ty Weber,21,2019,Illinois,Big Ten,4,3,0.571,3.28,16,14,,0,0,0,79.2,65,38,29,5,32,0,46,8,1,2,339,1.218,7.3,0.6,3.6,5.2,1.44,,player.fcgi?id=weber-000ty-
Garrett Acton,22,2020,Illinois,Big Ten,0,0,,0,6,0,,0,0,6,6.2,2,0,0,0,4,0,8,0,0,1,26,0.9,2.7,0,5.4,10.8,2,,player.fcgi?id=acton-000gar
Jimmy Burnette*,21,2020,Illinois,Big Ten,0,2,0,10.13,3,2,,0,0,0,8,12,14,9,1,6,0,10,2,0,2,45,2.25,13.5,1.1,6.8,11.3,1.67,,player.fcgi?id=burnet000jim
Cole Kirschsieper*,19,2020,Illinois,Big Ten,3,0,1,1.35,4,2,,0,0,0,20,18,3,3,1,5,0,12,2,1,0,82,1.15,8.1,0.5,2.3,5.4,2.4,,player.fcgi?id=kirsch000col
Ryan Kutt,21,2020,Illinois,Big Ten,1,0,1,9.82,5,0,,0,0,0,7.1,10,8,8,1,2,0,6,0,0,1,37,1.636,12.3,1.2,2.5,7.4,3,,player.fcgi?id=kutt--000rya
Caleb Larson,20,2020,Illinois,Big Ten,1,0,1,10.8,2,0,,0,0,0,3.1,7,4,4,1,1,0,1,0,0,1,18,2.4,18.9,2.7,2.7,2.7,1,,player.fcgi?id=larson000cal
Grant Leader,19,2020,Illinois,Big Ten,0,0,,9.64,4,0,,0,0,0,4.2,3,5,5,0,8,0,4,0,0,1,25,2.357,5.8,0,15.4,7.7,0.5,,player.fcgi?id=leader000gra
Aidan Maldonado,20,2020,Illinois,Big Ten,1,2,0.333,5.82,4,3,,0,0,1,17,15,12,11,1,10,0,11,0,0,1,73,1.471,7.9,0.5,5.3,5.8,1.1,,player.fcgi?id=maldon000aid
Ty Rybarczyk,20,2020,Illinois,Big Ten,0,1,0,4.41,4,2,,0,0,0,16.1,19,8,8,2,5,0,11,4,0,1,74,1.469,10.5,1.1,2.8,6.1,2.2,,player.fcgi?id=rybarc000ty-
Ryan Schmitt,--,2020,Illinois,Big Ten,0,0,,5.4,4,0,,0,0,0,6.2,10,4,4,0,5,0,6,1,0,2,35,2.25,13.5,0,6.8,8.1,1.2,,player.fcgi?id=schmit001rya
Alex Vera*,18,2020,Illinois,Big Ten,0,0,,8.1,3,0,,0,0,0,3.1,9,7,3,0,3,0,3,0,0,0,22,3.6,24.3,0,8.1,8.1,1,,player.fcgi?id=vera--000ale
Ty Weber,22,2020,Illinois,Big Ten,2,0,1,1.31,4,4,,0,0,0,20.2,17,6,3,0,2,0,15,2,1,2,81,0.919,7.4,0,0.9,6.5,7.5,,player.fcgi?id=weber-000ty-
Jack Crowder,18,2021,Illinois,Big Ten,2,0,1,12.1,9,0,,0,0,0,9.2,14,13,13,3,5,0,11,5,0,1,52,1.966,13,2.8,4.7,10.2,2.2,,player.fcgi?id=crowde000jac
Joe Glassey,19,2021,Illinois,Big Ten,0,1,0,9.16,11,0,,0,0,0,18.2,30,19,19,3,5,1,12,4,1,1,93,1.875,14.5,1.4,2.4,5.8,2.4,,player.fcgi?id=glasse002jos
Riley Gowens,21,2021,Illinois,Big Ten,2,5,0.286,6.08,12,12,,0,0,0,50.1,51,38,34,13,28,0,58,4,1,0,230,1.57,9.1,2.3,5,10.4,2.07,,player.fcgi?id=gowens000ril
Andrew Hoffmann,21,2021,Illinois,Big Ten,3,0,1,2.87,11,11,,0,0,0,62.2,49,23,20,3,15,0,64,3,0,5,258,1.021,7,0.4,2.2,9.2,4.27,,player.fcgi?id=hoffma000and
Payton Hutchings*,19,2021,Illinois,Big Ten,0,0,,8.36,8,0,,0,0,0,14,20,13,13,4,5,0,13,0,0,0,67,1.786,12.9,2.6,3.2,8.4,2.6,,player.fcgi?id=hutchi000pay
Clayton Johnson,19,2021,Illinois,Big Ten,0,0,,10.8,6,1,,0,0,0,5,3,6,6,0,10,0,8,1,1,3,30,2.6,5.4,0,18,14.4,0.8,,player.fcgi?id=johnso021cla
Cole Kirschsieper*,20,2021,Illinois,Big Ten,3,4,0.429,5.82,17,4,,0,0,3,38.2,43,27,25,9,13,0,48,4,0,2,177,1.448,10,2.1,3,11.2,3.69,,player.fcgi?id=kirsch000col
Ryan Kutt,22,2021,Illinois,Big Ten,1,4,0.2,6.31,15,0,,0,0,2,25.2,31,21,18,9,5,1,16,0,0,1,111,1.403,10.9,3.2,1.8,5.6,3.2,,player.fcgi?id=kutt--000rya
Nate Lavender*,21,2021,Illinois,Big Ten,7,2,0.778,4.11,13,9,,0,0,0,57,55,28,26,7,15,0,79,7,1,3,247,1.228,8.7,1.1,2.4,12.5,5.27,,player.fcgi?id=lavend000nat
Grant Leader,20,2021,Illinois,Big Ten,0,1,0,14.29,7,1,,0,0,0,11.1,19,20,18,3,8,0,14,4,0,2,66,2.382,15.1,2.4,6.4,11.1,1.75,,player.fcgi?id=leader000gra
Aidan Maldonado,21,2021,Illinois,Big Ten,0,2,0,11.37,11,1,,0,0,0,12.2,21,18,16,5,7,0,13,4,0,1,69,2.211,14.9,3.6,5,9.2,1.86,,player.fcgi?id=maldon000aid
Ryan O'Hara*,20,2021,Illinois,Big Ten,3,0,1,6.1,9,0,,0,0,0,10.1,8,8,7,1,10,0,12,7,0,3,55,1.742,7,0.9,8.7,10.5,1.2,,player.fcgi?id=ohara-001rya
Andrew Pogue,20,2021,Illinois,Big Ten,0,0,,11.12,6,0,,0,0,0,5.2,5,7,7,0,10,0,5,0,0,2,31,2.647,7.9,0,15.9,7.9,0.5,,player.fcgi?id=pogue-000and
Ty Rybarczyk,21,2021,Illinois,Big Ten,1,3,0.25,9.08,15,5,,0,0,2,39.2,63,43,40,6,14,0,24,6,1,1,199,1.941,14.3,1.4,3.2,5.4,1.71,,player.fcgi?id=rybarc000ty-
Tucker Shalley,19,2021,Illinois,Big Ten,0,0,,11.57,2,0,,0,0,0,2.1,5,5,3,0,3,0,0,0,0,0,16,3.429,19.3,0,11.6,0,0,,player.fcgi?id=shalle000tuc
Alex Vera*,19,2021,Illinois,Big Ten,0,0,,3.94,12,0,,0,0,0,16,17,7,7,3,7,0,12,0,0,0,69,1.5,9.6,1.7,3.9,6.8,1.71,,player.fcgi?id=vera--000ale
Crayton Burnett,19,2022,Illinois,Big Ten,1,0,1,10.05,12,1,,0,0,0,14.1,25,17,16,2,3,0,10,3,0,1,75,1.953,15.7,1.3,1.9,6.3,3.33,,player.fcgi?id=burnet000cra
Jack Crowder,19,2022,Illinois,Big Ten,3,1,0.75,6.13,9,9,,0,0,0,39.2,47,27,27,8,16,0,32,7,0,1,188,1.588,10.7,1.8,3.6,7.3,2,,player.fcgi?id=crowde000jac
Johnny Czeslawski,22,2022,Illinois,Big Ten,0,0,,18.9,5,0,,0,0,0,3.1,9,8,7,0,1,0,1,3,0,1,23,3,24.3,0,2.7,2.7,1,,player.fcgi?id=czesla001joh
Joe Glassey,20,2022,Illinois,Big Ten,2,2,0.5,3.99,21,0,,0,0,3,38.1,35,18,17,3,8,2,42,3,1,1,154,1.122,8.2,0.7,1.9,9.9,5.25,,player.fcgi?id=glasse002jos
Riley Gowens,22,2022,Illinois,Big Ten,5,4,0.556,4.86,13,13,,0,0,0,66.2,52,38,36,10,27,0,68,8,0,2,280,1.185,7,1.4,3.6,9.2,2.52,,player.fcgi?id=gowens000ril
Tommy Green,23,2022,Illinois,Big Ten,3,2,0.6,4.71,24,0,,0,0,4,28.2,20,21,15,3,19,0,34,4,0,2,128,1.36,6.3,0.9,6,10.7,1.79,,player.fcgi?id=green-000tom
Payton Hutchings*,20,2022,Illinois,Big Ten,1,0,1,1.5,1,1,,0,0,0,6,8,1,1,0,1,0,3,1,0,1,26,1.5,12,0,1.5,4.5,3,,player.fcgi?id=hutchi000pay
Clayton Johnson,20,2022,Illinois,Big Ten,0,0,,15.43,3,1,,0,0,0,4.2,6,9,8,0,10,0,6,1,0,2,32,3.429,11.6,0,19.3,11.6,0.6,,player.fcgi?id=johnso021cla
Cole Kirschsieper*,21,2022,Illinois,Big Ten,7,2,0.778,3.4,15,15,,0,0,0,87.1,75,33,33,6,29,0,88,3,0,3,360,1.191,7.7,0.6,3,9.1,3.03,,player.fcgi?id=kirsch000col
Ryan Kutt,23,2022,Illinois,Big Ten,3,2,0.6,5.4,18,4,,0,0,0,40,49,25,24,5,14,0,24,1,0,4,179,1.575,11,1.1,3.2,5.4,1.71,,player.fcgi?id=kutt--000rya
Ryan O'Hara*,21,2022,Illinois,Big Ten,0,0,,9.82,9,0,,0,0,0,7.1,10,12,8,0,4,0,8,2,1,0,40,1.909,12.3,0,4.9,9.8,2,,player.fcgi?id=ohara-001rya
Andrew Pogue,21,2022,Illinois,Big Ten,1,0,1,14,7,1,,0,0,0,9,11,14,14,3,12,0,8,6,0,1,55,2.556,11,3,12,8,0.67,,player.fcgi?id=pogue-000and
Ty Rybarczyk,22,2022,Illinois,Big Ten,4,1,0.8,5.3,22,2,,0,0,3,37.1,39,24,22,6,16,0,28,6,2,1,169,1.473,9.4,1.4,3.9,6.8,1.75,,player.fcgi?id=rybarc000ty-
Gavin Schmitt,19,2022,Illinois,Big Ten,0,0,,13.5,4,0,,0,0,0,4,5,6,6,3,3,0,2,0,0,2,19,2,11.3,6.8,6.8,4.5,0.67,,player.fcgi?id=schmit000gav
Calvin Shepherd,19,2022,Illinois,Big Ten,0,2,0,8.59,9,3,,0,0,0,14.2,23,21,14,5,12,0,14,2,0,3,88,2.386,14.1,3.1,7.4,8.6,1.17,,player.fcgi?id=shephe002cal
Izaak Siefken,19,2022,Illinois,Big Ten,0,2,0,10,8,1,,0,0,0,9,10,10,10,1,3,0,7,3,0,1,42,1.444,10,1,3,7,2.33,,player.fcgi?id=siefke000iza
Alex Vera*,20,2022,Illinois,Big Ten,0,1,0,4.18,16,0,,0,0,2,23.2,25,13,11,2,11,0,16,4,0,2,109,1.521,9.5,0.8,4.2,6.1,1.45,,player.fcgi?id=vera--000ale
Jack Wenninger,20,2022,Illinois,Big Ten,1,3,0.25,5.71,15,2,,0,0,0,34.2,30,26,22,5,24,0,30,4,0,9,160,1.558,7.8,1.3,6.2,7.8,1.25,,player.fcgi?id=wennin002jac
Brady Banker*,19,2023,Illinois,Big Ten,0,0,,11.57,6,0,,0,0,0,2.1,4,3,3,0,4,0,0,0,0,0,15,3.429,15.4,0,15.4,0,0,,player.fcgi?id=banker001bra
Korey Bunselmeyer,21,2023,Illinois,Big Ten,2,2,0.5,2.81,21,0,,0,0,2,25.2,24,14,8,1,17,0,24,10,0,3,124,1.597,8.4,0.4,6,8.4,1.41,,player.fcgi?id=bunsel000kor
TJ Constertina,23,2023,Illinois,Big Ten,2,2,0.5,3.5,23,0,,0,0,4,36,32,18,14,5,14,0,35,5,0,2,155,1.278,8,1.3,3.5,8.8,2.5,,player.fcgi?id=conste000tj-
Jack Crowder,20,2023,Illinois,Big Ten,3,3,0.5,7.87,17,6,,0,0,0,42.1,45,37,37,5,19,0,35,7,1,1,197,1.512,9.6,1.1,4,7.4,1.84,,player.fcgi?id=crowde000jac
Joe Glassey,21,2023,Illinois,Big Ten,3,1,0.75,4.25,19,0,,0,0,3,42.1,36,22,20,6,21,1,37,6,0,1,186,1.346,7.7,1.3,4.5,7.9,1.76,,player.fcgi?id=glasse002jos
Riley Gowens,23,2023,Illinois,Big Ten,2,3,0.4,6.3,12,12,,0,0,0,60,71,47,42,10,16,0,75,7,0,5,271,1.45,10.7,1.5,2.4,11.3,4.69,,player.fcgi?id=gowens000ril
Gabe Helder,19,2023,Illinois,Big Ten,0,0,,7.71,3,0,,0,0,0,2.1,2,2,2,1,1,0,3,2,0,0,12,1.286,7.7,3.9,3.9,11.6,3,,player.fcgi?id=helder000gab
Payton Hutchings*,21,2023,Illinois,Big Ten,0,0,,2.7,2,0,,0,0,0,3.1,3,1,1,0,1,0,3,0,0,0,14,1.2,8.1,0,2.7,8.1,3,,player.fcgi?id=hutchi000pay
John Lundgren*,23,2023,Illinois,Big Ten,3,2,0.6,7.83,19,0,,0,0,0,23,32,20,20,4,4,0,21,7,0,2,109,1.565,12.5,1.6,1.6,8.2,5.25,,player.fcgi?id=lundgr000joh
Ryan O'Hara*,22,2023,Illinois,Big Ten,0,1,0,9,6,0,,0,0,0,5,6,7,5,2,2,0,3,1,0,0,25,1.6,10.8,3.6,3.6,5.4,1.5,,player.fcgi?id=ohara-001rya
Ben Plumley,19,2023,Illinois,Big Ten,0,0,,13.5,1,0,,0,0,0,0.2,1,1,1,0,3,0,1,0,0,0,6,6,13.5,0,40.5,13.5,0.33,,player.fcgi?id=plumle000ben
Ty Rybarczyk,23,2023,Illinois,Big Ten,0,1,0,15.75,1,0,,0,0,0,4,6,7,7,3,3,0,3,0,1,1,21,2.25,13.5,6.8,6.8,6.8,1,,player.fcgi?id=rybarc000ty-
Julius Sanchez,19,2023,Illinois,Big Ten,0,5,0,6.79,16,11,,0,0,0,50.1,69,43,38,7,28,0,32,11,2,9,253,1.927,12.3,1.3,5,5.7,1.14,,player.fcgi?id=sanche008jul
Jake Swartz,19,2023,Illinois,Big Ten,2,2,0.5,7.68,13,9,,0,0,0,34,49,31,29,6,14,0,35,10,0,1,170,1.853,13,1.6,3.7,9.3,2.5,,player.fcgi?id=swartz000jak
Logan Tabeling,21,2023,Illinois,Big Ten,1,0,1,6.75,14,0,,0,0,0,16,17,12,12,3,14,0,13,1,0,4,78,1.938,9.6,1.7,7.9,7.3,0.93,,player.fcgi?id=tabeli000log
Alex Vera*,21,2023,Illinois,Big Ten,1,1,0.5,5.74,20,0,,0,0,2,31.1,38,25,20,4,10,1,33,7,1,3,149,1.532,10.9,1.1,2.9,9.5,3.3,,player.fcgi?id=vera--000ale
Jack Wenninger,21,2023,Illinois,Big Ten,6,4,0.6,4.59,15,14,,1,1,0,80.1,69,42,41,10,28,1,76,7,0,4,337,1.207,7.7,1.1,3.1,8.5,2.71,,player.fcgi?id=wennin002jac
Tommy White,19,2023,Illinois,Big Ten,0,0,,3,4,0,,0,0,0,3,2,2,1,1,0,0,2,0,0,1,12,0.667,6,3,0,6,,,player.fcgi?id=white-001tom
Korey Bunselmeyer,22,2024,Illinois,Big Ten,3,0,1,4.44,21,0,,0,0,1,26.1,30,19,13,2,13,0,16,3,0,1,125,1.633,10.3,0.7,4.4,5.5,1.23,,player.fcgi?id=bunsel000kor
Evan Clark*,22,2024,Illinois,Big Ten,0,0,,1.23,9,0,,0,0,0,7.1,8,6,1,0,7,0,11,3,1,1,40,2.045,9.8,0,8.6,13.5,1.57,,player.fcgi?id=clark-002eva
Jack Crowder,21,2024,Illinois,Big Ten,8,2,0.8,4.88,16,16,,0,0,0,90.1,72,54,49,16,38,0,80,14,0,14,392,1.218,7.2,1.6,3.8,8,2.11,,player.fcgi?id=crowde000jac
Reed Gannon*,21,2024,Illinois,Big Ten,0,0,,13.5,6,0,,0,0,0,4,6,7,6,0,7,0,5,2,0,2,28,3.25,13.5,0,15.8,11.3,0.71,,player.fcgi?id=gannon000ree
Joe Glassey,22,2024,Illinois,Big Ten,1,1,0.5,4.93,24,0,,0,0,9,34.2,32,22,19,6,8,0,34,4,1,1,142,1.154,8.3,1.6,2.1,8.8,4.25,,player.fcgi?id=glasse002jos
Regan Hall*,19,2024,Illinois,Big Ten,3,1,0.75,5.58,16,2,,0,0,2,40.1,34,26,25,3,20,0,35,9,0,1,175,1.339,7.6,0.7,4.5,7.8,1.75,,player.fcgi?id=hall--001reg
Payton Hutchings*,22,2024,Illinois,Big Ten,3,3,0.5,7.65,17,4,,0,0,0,37.2,48,32,32,10,20,0,31,9,0,8,180,1.805,11.5,2.4,4.8,7.4,1.55,,player.fcgi?id=hutchi000pay
Will Lavin,23,2024,Illinois,Big Ten,3,1,0.75,7.48,19,0,,0,0,0,21.2,27,19,18,2,11,0,21,3,0,9,103,1.754,11.2,0.8,4.6,8.7,1.91,,player.fcgi?id=lavin-000wil
Cooper Omans*,23,2024,Illinois,Big Ten,4,1,0.8,3.73,14,12,,0,0,0,60.1,47,27,25,7,28,0,56,8,0,4,257,1.243,7,1,4.2,8.4,2,,player.fcgi?id=omans-000coo
Ben Plumley,20,2024,Illinois,Big Ten,2,3,0.4,4.33,23,0,,0,0,0,35.1,33,18,17,4,14,0,33,4,0,6,154,1.33,8.4,1,3.6,8.4,2.36,,player.fcgi?id=plumle000ben
Sam Reed*,20,2024,Illinois,Big Ten,1,2,0.333,9.93,11,7,,0,0,0,29,35,33,32,11,16,0,32,4,1,2,142,1.759,10.9,3.4,5,9.9,2,,player.fcgi?id=reed--002sam
Jake Rons,23,2024,Illinois,Big Ten,4,1,0.8,6.6,23,2,,0,0,2,30,29,25,22,7,19,0,22,2,0,5,137,1.6,8.7,2.1,5.7,6.6,1.16,,player.fcgi?id=rons--000jak
Julius Sanchez,20,2024,Illinois,Big Ten,1,0,1,8.31,10,0,,0,0,0,13,17,13,12,4,5,0,13,2,0,2,63,1.692,11.8,2.8,3.5,9,2.6,,player.fcgi?id=sanche008jul
Jake Swartz,20,2024,Illinois,Big Ten,2,3,0.4,7.5,14,9,,0,0,1,42,56,40,35,15,17,0,37,8,0,0,199,1.738,12,3.2,3.6,7.9,2.18,,player.fcgi?id=swartz000jak
Logan Tabeling,22,2024,Illinois,Big Ten,0,3,0,8.35,6,4,,0,0,0,18.1,13,17,17,2,17,0,24,3,0,4,88,1.636,6.4,1,8.3,11.8,1.41,,player.fcgi?id=tabeli000log
Zach Bates*,20,2025,Illinois,Big Ten,2,2,0.5,2.83,23,0,,0,0,8,28.2,15,10,9,1,16,0,34,9,0,3,126,1.081,4.7,0.3,5,10.7,2.13,,player.fcgi?id=bates-001zac
Evan Clark*,23,2025,Illinois,Big Ten,1,0,1,11.65,17,0,,0,0,0,17,25,24,22,2,14,0,18,5,0,8,95,2.294,13.2,1.1,7.4,9.5,1.29,,player.fcgi?id=clark-002eva
Ryan Daly,22,2025,Illinois,Big Ten,1,2,0.333,8.69,13,6,,0,0,1,29,35,31,28,9,11,0,28,5,0,4,139,1.586,10.9,2.8,3.4,8.7,2.55,,player.fcgi?id=daly--000rya
Mitch Dye,21,2025,Illinois,Big Ten,0,2,0,7.43,21,0,,0,0,0,23,28,22,19,2,14,0,29,6,0,4,115,1.826,11,0.8,5.5,11.3,2.07,,player.fcgi?id=dye---000mit
Reed Gannon*,22,2025,Illinois,Big Ten,2,2,0.5,6.15,23,1,,0,0,1,26.1,27,21,18,3,14,0,21,3,0,4,123,1.557,9.2,1,4.8,7.2,1.5,,player.fcgi?id=gannon000ree
Nolan Girard*,18,2025,Illinois,Big Ten,1,0,1,3.12,8,0,,0,0,0,8.2,9,3,3,1,5,0,1,4,0,2,44,1.615,9.3,1,5.2,1,0.2,,player.fcgi?id=girard001nol
Regan Hall*,20,2025,Illinois,Big Ten,7,4,0.636,6.38,14,12,,1,0,0,67.2,81,49,48,8,18,2,38,10,1,6,303,1.463,10.8,1.1,2.4,5.1,2.11,,player.fcgi?id=hall--001reg
Payton Hutchings*,23,2025,Illinois,Big Ten,2,2,0.5,5.65,15,2,,0,0,1,28.2,28,21,18,4,9,0,20,5,0,3,124,1.291,8.8,1.3,2.8,6.3,2.22,,player.fcgi?id=hutchi000pay
Reece Marley*,23,2025,Illinois,Big Ten,0,0,,15.43,4,1,,0,0,0,4.2,8,8,8,4,4,0,3,2,0,4,27,2.571,15.4,7.7,7.7,5.8,0.75,,player.fcgi?id=marley000ree
Brayden Mazzacano*,19,2025,Illinois,Big Ten,0,0,,10.8,3,1,,0,0,0,5,9,6,6,2,2,0,3,1,0,1,26,2.2,16.2,3.6,3.6,5.4,1.5,,player.fcgi?id=mazzac000bra
Christian Morel,24,2025,Illinois,Big Ten,0,0,,6.1,10,0,,0,0,0,10.1,14,8,7,1,5,0,4,1,0,1,49,1.839,12.2,0.9,4.4,3.5,0.8,,player.fcgi?id=morel-001chr
Aden O'Donnell,20,2025,Illinois,Big Ten,0,0,,0,1,0,,0,0,0,1,2,0,0,0,0,0,0,0,0,0,6,2,18,0,0,0,,,player.fcgi?id=odonne000ade
Ben Plumley,21,2025,Illinois,Big Ten,3,3,0.5,6.26,10,10,,0,0,0,46,49,40,32,7,21,0,40,10,0,4,222,1.522,9.6,1.4,4.1,7.8,1.9,,player.fcgi?id=plumle000ben
Sam Reed*,21,2025,Illinois,Big Ten,3,1,0.75,8.82,18,0,,0,0,0,33.2,48,36,33,8,22,0,31,2,0,2,173,2.079,12.8,2.1,5.9,8.3,1.41,,player.fcgi?id=reed--002sam
Grant Ross,22,2025,Illinois,Big Ten,0,1,0,5.4,3,0,,0,0,0,3.1,4,2,2,0,5,1,1,0,0,1,17,2.7,10.8,0,13.5,2.7,0.2,,player.fcgi?id=ross--000gra
Julius Sanchez,21,2025,Illinois,Big Ten,1,0,1,4.5,3,3,,0,0,0,16,16,8,8,0,3,0,17,0,0,3,67,1.188,9,0,1.7,9.6,5.67,,player.fcgi?id=sanche008jul
Tyler Schmitt,20,2025,Illinois,Big Ten,5,2,0.714,4.8,15,15,,0,0,0,80.2,82,48,43,4,45,0,58,5,1,5,364,1.574,9.1,0.4,5,6.5,1.29,,player.fcgi?id=schmit003tyl
Jake Swartz,21,2025,Illinois,Big Ten,1,1,0.5,5.79,11,2,,0,0,1,18.2,15,12,12,2,8,0,10,3,0,5,82,1.232,7.2,1,3.9,4.8,1.25,,player.fcgi?id=swartz000jak
Luke Weber,18,2025,Illinois,Big Ten,1,2,0.333,13.5,14,1,,0,0,1,13.1,26,20,20,1,10,0,8,3,0,1,76,2.7,17.6,0.7,6.8,5.4,0.8,,player.fcgi?id=weber-001luk
Mitch Dye,22,2026,Illinois,Big Ten,1,2,0.333,6.57,15,8,,0,0,0,50.2,52,42,37,9,25,0,46,6,0,5,235,1.52,9.2,1.6,4.4,8.2,1.84,,player.fcgi?id=dye---000mit
Aidan Flinn*,--,2026,Illinois,Big Ten,1,3,0.25,2.79,15,13,,0,0,0,61.1,38,21,19,3,13,0,58,14,0,2,246,0.832,5.6,0.4,1.9,8.5,4.46,,player.fcgi?id=flinn-000aid
Reed Gannon*,23,2026,Illinois,Big Ten,5,2,0.714,4.3,21,0,,0,0,3,37.2,35,20,18,3,7,0,29,7,0,2,160,1.115,8.4,0.7,1.7,6.9,4.14,,player.fcgi?id=gannon000ree
Regan Hall*,21,2026,Illinois,Big Ten,7,6,0.538,6.03,15,15,,0,0,0,77.2,101,59,52,6,19,0,75,8,2,4,358,1.545,11.7,0.7,2.2,8.7,3.95,,player.fcgi?id=hall--001reg
Tore Indomenico*,21,2026,Illinois,Big Ten,0,0,,6,3,0,,0,0,0,3,4,5,2,0,6,0,3,1,1,3,19,3.333,12,0,18,9,0.5,,player.fcgi?id=indome000tor
Ryan Johnson,20,2026,Illinois,Big Ten,0,0,,27,4,1,,0,0,0,3,7,10,9,0,2,0,2,4,0,1,23,3,21,0,6,6,1,,player.fcgi?id=johnso029rya
Richie LaCien,23,2026,Illinois,Big Ten,1,0,1,5.79,7,1,,0,0,0,9.1,11,7,6,0,5,0,7,1,0,0,46,1.714,10.6,0,4.8,6.8,1.4,,player.fcgi?id=lacien000ric
Olivier Martel,21,2026,Illinois,Big Ten,0,1,0,7.11,16,0,,0,0,0,19,25,15,15,2,15,0,21,2,2,3,96,2.105,11.8,0.9,7.1,9.9,1.4,,player.fcgi?id=martel000oli
Brayden Mazzacano*,20,2026,Illinois,Big Ten,0,0,,7.04,6,0,,0,0,0,7.2,12,6,6,1,7,0,7,1,0,1,41,2.478,14.1,1.2,8.2,8.2,1,,player.fcgi?id=mazzac000bra
Liam McKillop,23,2026,Illinois,Big Ten,0,1,0,6.59,15,0,,0,0,0,13.2,11,11,10,1,10,0,15,1,0,1,63,1.537,7.2,0.7,6.6,9.9,1.5,,player.fcgi?id=mckill000lia
Sam Mommer,19,2026,Illinois,Big Ten,4,2,0.667,3.43,18,4,,0,0,1,44.2,31,21,17,6,19,0,38,3,0,2,184,1.119,6.2,1.2,3.8,7.7,2,,player.fcgi?id=mommer000sam
Ryan Ohm,21,2026,Illinois,Big Ten,0,0,,2.12,6,2,,0,0,0,17,11,5,4,2,3,0,14,3,0,0,67,0.824,5.8,1.1,1.6,7.4,4.67,,player.fcgi?id=ohm---000rya
Ben Plumley,22,2026,Illinois,Big Ten,1,3,0.25,7.33,12,5,,0,0,0,27,31,23,22,7,12,0,11,5,0,2,122,1.593,10.3,2.3,4,3.7,0.92,,player.fcgi?id=plumle000ben
Sam Reed*,22,2026,Illinois,Big Ten,2,1,0.667,3.1,18,1,,0,0,0,29,27,13,10,3,16,0,18,3,0,0,132,1.483,8.4,0.9,5,5.6,1.13,,player.fcgi?id=reed--002sam
Kyle Remington,22,2026,Illinois,Big Ten,4,2,0.667,3.49,11,0,,0,0,1,28.1,22,11,11,1,11,0,27,2,0,1,118,1.165,7,0.3,3.5,8.6,2.45,,player.fcgi?id=reming000kyl
Luke Weber,19,2026,Illinois,Big Ten,1,1,0.5,8.31,12,0,,0,0,0,17.1,22,16,16,4,7,0,16,1,0,3,80,1.673,11.4,2.1,3.6,8.3,2.29,,player.fcgi?id=weber-001luk
Ike Young,18,2026,Illinois,Big Ten,1,3,0.25,10.38,17,5,,0,0,0,30.1,37,37,35,10,22,0,39,5,0,2,152,1.945,11,3,6.5,11.6,1.77,,player.fcgi?id=young-000ike
Blair Betts?,--,2011,Indiana,Big Ten,,,,0,,0,,,0,,2,3,0,0,,5,,1,,,,,4,13.5,,22.5,4.5,0.2,,player.fcgi?id=betts-000bla
Matt Carr,23,2011,Indiana,Big Ten,,,,3.86,,0,,,0,,44.1,36,25,19,,19,,39,,,,,1.241,7.3,,3.9,7.9,2.05,,player.fcgi?id=carr--000mat
Matt Dearden,19,2011,Indiana,Big Ten,,,,4.89,,4,,,0,,42.1,42,26,23,,23,,24,,,,,1.535,8.9,,4.9,5.1,1.04,,player.fcgi?id=dearde000mat
Joey DeNato*,19,2011,Indiana,Big Ten,,,,2.77,,9,,,0,,65,61,25,20,,31,,53,,,,,1.415,8.4,,4.3,7.3,1.71,,player.fcgi?id=denato000joe
Ryan Halstead,19,2011,Indiana,Big Ten,,,,3.09,,0,,,0,,32,35,11,11,,10,,18,,,,,1.406,9.8,,2.8,5.1,1.8,,player.fcgi?id=halste001rya
Jonny Hoffman,20,2011,Indiana,Big Ten,,,,5.79,,0,,,0,,23.1,27,17,15,,4,,18,,,,,1.329,10.4,,1.5,6.9,4.5,,player.fcgi?id=hoffma000jon
Matt Igel?,--,2011,Indiana,Big Ten,,,,3.38,,1,,,0,,8,6,5,3,,8,,3,,,,,1.75,6.8,,9,3.4,0.38,,player.fcgi?id=igel--000mat
Eric Kartman?,--,2011,Indiana,Big Ten,,,,3.6,,0,,,0,,10,12,6,4,,7,,5,,,,,1.9,10.8,,6.3,4.5,0.71,,player.fcgi?id=kartma000eri
Trace Knoblauch?,--,2011,Indiana,Big Ten,,,,0,,0,,,0,,1,0,0,0,,0,,0,,,,,0,0,,0,0,,,player.fcgi?id=knobla000tra
