Name,Age,Season,Team,Conference,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,Name-additional
Tommy Szczepanski,22,2026,Michigan State,Big Ten,0,3,0,5.77,23,0,,0,0,2,34.1,30,23,22,3,27,0,55,10,1,8,166,1.66,7.9,0.8,7.1,14.4,2.04,,player.fcgi?id=szczep000tom
Ben Ballantine,20,2011,Michigan,Big Ten,,,,4.74,,3,,,0,,49.1,54,31,26,,21,,46,,,,,1.52,9.9,,3.8,8.4,2.19,,player.fcgi?id=ballan000ben
Matt Broder*,--,2011,Michigan,Big Ten,,,,4.74,,5,,,0,,38,39,28,20,,17,,23,,,,,1.474,9.2,,4,5.4,1.35,,player.fcgi?id=broder002mat
Bobby Brosnahan*,22,2011,Michigan,Big Ten,,,,7.61,,12,,,0,,60.1,81,56,51,,30,,33,,,,,1.84,12.1,,4.5,4.9,1.1,,player.fcgi?id=brosna000bob
Kyle Clark,--,2011,Michigan,Big Ten,,,,3.45,,7,,,0,,44.1,42,30,17,,14,,23,,,,,1.263,8.5,,2.8,4.7,1.64,,player.fcgi?id=clark-000kyl
Jake Engels,--,2011,Michigan,Big Ten,,,,5.01,,1,,,0,,32.1,34,19,18,,11,,19,,,,,1.392,9.5,,3.1,5.3,1.73,,player.fcgi?id=engels000jak
Matt Gerbe,--,2011,Michigan,Big Ten,,,,5.57,,1,,,0,,32.1,33,21,20,,14,,24,,,,,1.454,9.2,,3.9,6.7,1.71,,player.fcgi?id=gerbe-000mat
Chad Jasman,--,2011,Michigan,Big Ten,,,,4.15,,0,,,0,,4.1,5,2,2,,1,,1,,,,,1.385,10.4,,2.1,2.1,1,,player.fcgi?id=jasman000cha
Ryan Kopf,--,2011,Michigan,Big Ten,,,,18,,0,,,0,,3,8,6,6,,2,,1,,,,,3.333,24,,6,3,0.5,,player.fcgi?id=kopf--000rya
Alex Lakatos,19,2011,Michigan,Big Ten,,,,6.41,,4,,,0,,39.1,42,29,28,,27,,30,,,,,1.754,9.6,,6.2,6.9,1.11,,player.fcgi?id=lakato000ale
Logan McAnallen*,20,2011,Michigan,Big Ten,,,,5.33,,3,,,0,,27,24,18,16,,21,,24,,,,,1.667,8,,7,8,1.14,,player.fcgi?id=mcanal000log
Tyler Mills,21,2011,Michigan,Big Ten,,,,5.02,,8,,,0,,52,57,42,29,,30,,48,,,,,1.673,9.9,,5.2,8.3,1.6,,player.fcgi?id=mills-000tyl
Brandon Sinnery,21,2011,Michigan,Big Ten,,,,2.91,,7,,,1,,68,59,31,22,,26,,46,,,,,1.25,7.8,,3.4,6.1,1.77,,player.fcgi?id=sinner000bra
Travis Smith,--,2011,Michigan,Big Ten,,,,0,,1,,,0,,5,1,0,0,,1,,4,,,,,0.4,1.8,,1.8,7.2,4,,player.fcgi?id=smith-006tra
Kevin Vengheluwe?,--,2011,Michigan,Big Ten,,,,4.22,,2,,,0,,32,40,16,15,,18,,30,,,,,1.813,11.3,,5.1,8.4,1.67,,player.fcgi?id=venghe000kev
Kolby Wood,22,2011,Michigan,Big Ten,,,,4.5,,0,,,0,,4,5,4,2,,0,,3,,,,,1.25,11.3,,0,6.8,,,player.fcgi?id=wood--001kol
Ben Ballantine,21,2012,Michigan,Big Ten,2,3,0.4,3.98,15,15,,,0,0,74.2,68,42,33,6,35,0,41,4,0,5,322,1.379,8.2,0.7,4.2,4.9,1.17,,player.fcgi?id=ballan000ben
James Bourque,18,2012,Michigan,Big Ten,2,1,0.667,5.88,15,4,,,0,2,33.2,38,27,22,4,23,0,25,9,2,4,173,1.812,10.2,1.1,6.1,6.7,1.09,,player.fcgi?id=bourqu000jam
Bobby Brosnahan*,23,2012,Michigan,Big Ten,3,4,0.429,3.43,10,7,,,0,1,44.2,40,22,17,1,9,0,22,3,1,3,183,1.097,8.1,0.2,1.8,4.4,2.44,,player.fcgi?id=brosna000bob
Kyle Clark,--,2012,Michigan,Big Ten,2,4,0.333,7.3,15,3,,,0,0,37,56,35,30,2,18,0,22,7,0,4,183,2,13.6,0.5,4.4,5.4,1.22,,player.fcgi?id=clark-000kyl
Mike Dolloff,19,2012,Michigan,Big Ten,0,0,,15.19,4,0,,,0,0,5.1,12,11,9,0,4,0,7,1,0,4,33,3,20.3,0,6.8,11.8,1.75,,player.fcgi?id=dollof000mik
Jake Engels,--,2012,Michigan,Big Ten,0,1,0,4.5,4,0,,,0,0,4,4,4,2,0,3,0,0,0,0,2,18,1.75,9,0,6.8,0,0,,player.fcgi?id=engels000jak
Chad Jasman,--,2012,Michigan,Big Ten,0,0,,1.8,4,0,,,0,0,5,8,5,1,1,2,0,3,1,0,0,25,2,14.4,1.8,3.6,5.4,1.5,,player.fcgi?id=jasman000cha
Alex Lakatos,20,2012,Michigan,Big Ten,0,6,0,3.35,19,2,,,0,2,45.2,44,23,17,1,23,1,36,8,2,4,202,1.467,8.7,0.2,4.5,7.1,1.57,,player.fcgi?id=lakato000ale
Logan McAnallen*,21,2012,Michigan,Big Ten,1,1,0.5,4.3,11,3,,,0,1,29.1,30,15,14,1,13,0,18,8,0,1,132,1.466,9.2,0.3,4,5.5,1.38,,player.fcgi?id=mcanal000log
Matt Ogden,19,2012,Michigan,Big Ten,3,4,0.429,4.02,20,1,,,0,3,40.1,32,23,18,3,20,0,26,7,0,6,178,1.289,7.1,0.7,4.5,5.8,1.3,,player.fcgi?id=ogden-000mat
Jay Perry,20,2012,Michigan,Big Ten,0,1,0,4.61,11,0,,,0,0,13.2,18,12,7,2,3,0,16,3,1,1,67,1.537,11.9,1.3,2,10.5,5.33,,player.fcgi?id=perry-002jay
Brandon Sinnery,22,2012,Michigan,Big Ten,5,5,0.5,3.91,14,14,,,1,0,101.1,107,50,44,8,24,0,58,12,2,4,442,1.293,9.5,0.7,2.1,5.2,2.42,,player.fcgi?id=sinner000bra
Travis Smith,--,2012,Michigan,Big Ten,0,0,,9,2,0,,,0,0,1,0,2,1,0,2,0,3,0,0,1,6,2,0,0,18,27,1.5,,player.fcgi?id=smith-006tra
Trent Szkutnik*,18,2012,Michigan,Big Ten,2,3,0.4,7.16,18,6,,,0,1,44,50,40,35,4,29,1,43,6,1,5,215,1.795,10.2,0.8,5.9,8.8,1.48,,player.fcgi?id=szkutn000tre
Kevin Vengheluwe?,--,2012,Michigan,Big Ten,2,0,1,4.76,13,0,,,0,0,17,24,11,9,0,7,0,7,3,0,3,80,1.824,12.7,0,3.7,3.7,1,,player.fcgi?id=venghe000kev
Kolby Wood,23,2012,Michigan,Big Ten,0,1,0,16.88,5,1,,,0,0,2.2,5,7,5,0,5,0,2,2,0,3,21,3.75,16.9,0,16.9,6.8,0.4,,player.fcgi?id=wood--001kol
Ben Ballantine,22,2013,Michigan,Big Ten,1,1,0.5,2.63,7,5,,,0,0,24,20,8,7,0,9,1,21,1,0,2,103,1.208,7.5,0,3.4,7.9,2.33,,player.fcgi?id=ballan000ben
James Bourque,19,2013,Michigan,Big Ten,5,7,0.417,5.25,23,10,,,0,1,58.1,61,40,34,1,37,1,53,3,1,12,271,1.68,9.4,0.2,5.7,8.2,1.43,,player.fcgi?id=bourqu000jam
Kyle Clark,--,2013,Michigan,Big Ten,1,0,1,5.92,22,0,,,0,3,24.1,23,18,16,1,18,0,18,7,0,4,114,1.685,8.5,0.4,6.7,6.7,1,,player.fcgi?id=clark-000kyl
Jake Cronenworth,19,2013,Michigan,Big Ten,0,3,0,1.93,14,0,,,0,7,23.1,23,7,5,1,5,1,24,5,0,2,104,1.2,8.9,0.4,1.9,9.3,4.8,,player.fcgi?id=cronen000jac
Alex Daar,--,2013,Michigan,Big Ten,0,1,0,3.18,11,0,,,0,0,17,12,6,6,1,12,0,12,2,0,3,75,1.412,6.4,0.5,6.4,6.4,1,,player.fcgi?id=daar--000ale
Donnie Eaton,20,2013,Michigan,Big Ten,0,0,,2.16,6,0,,,0,0,8.1,4,2,2,0,5,0,5,1,0,1,33,1.08,4.3,0,5.4,5.4,1,,player.fcgi?id=eaton-000don
Evan Hill*,19,2013,Michigan,Big Ten,7,3,0.7,3.51,14,14,,,0,0,82,66,37,32,2,41,0,47,17,1,3,351,1.305,7.2,0.2,4.5,5.2,1.15,,player.fcgi?id=hill--000eva
Chad Jasman,--,2013,Michigan,Big Ten,0,0,,5.46,18,0,,,0,1,28,27,18,17,2,25,0,21,1,1,5,133,1.857,8.7,0.6,8,6.8,0.84,,player.fcgi?id=jasman000cha
Alex Lakatos,21,2013,Michigan,Big Ten,0,2,0,5.79,14,1,,,0,0,23.1,24,16,15,0,18,0,15,8,0,4,117,1.8,9.3,0,6.9,5.8,0.83,,player.fcgi?id=lakato000ale
Logan McAnallen*,22,2013,Michigan,Big Ten,3,3,0.5,3.5,19,13,,,0,0,72,80,38,28,1,20,0,50,3,1,2,313,1.389,10,0.1,2.5,6.3,2.5,,player.fcgi?id=mcanal000log
Matt Ogden,20,2013,Michigan,Big Ten,8,1,0.889,2.28,21,1,,,0,2,55.1,51,19,14,0,22,1,42,4,0,2,239,1.319,8.3,0,3.6,6.8,1.91,,player.fcgi?id=ogden-000mat
Jay Perry,21,2013,Michigan,Big Ten,0,0,,5,10,0,,,0,0,9,17,7,5,1,7,1,7,0,1,3,49,2.667,17,1,7,7,1,,player.fcgi?id=perry-002jay
Trent Szkutnik*,19,2013,Michigan,Big Ten,4,6,0.4,5.3,16,12,,,0,0,71.1,85,47,42,3,26,1,62,1,1,3,322,1.556,10.7,0.4,3.3,7.8,2.38,,player.fcgi?id=szkutn000tre
Cam Wysocki,19,2013,Michigan,Big Ten,0,0,,54,1,0,,,0,0,0.1,2,2,2,0,1,0,0,1,1,1,5,9,54,0,27,0,0,,player.fcgi?id=wysock000cam
Brett Adcock*,18,2014,Michigan,Big Ten,7,4,0.636,2.87,26,4,,,0,1,53.1,45,19,17,1,20,0,61,1,0,1,221,1.219,7.6,0.2,3.4,10.3,3.05,,player.fcgi?id=adcock000bre
Jake Balicki,--,2014,Michigan,Big Ten,1,1,0.5,3.38,8,0,,,0,0,10.2,11,4,4,1,2,0,8,3,0,0,44,1.219,9.3,0.8,1.7,6.8,4,,player.fcgi?id=balick000jak
Ben Ballantine,23,2014,Michigan,Big Ten,4,2,0.667,3.88,14,11,,,0,0,53.1,43,24,23,0,23,0,46,2,0,3,224,1.238,7.3,0,3.9,7.8,2,,player.fcgi?id=ballan000ben
James Bourque,20,2014,Michigan,Big Ten,2,2,0.5,4.24,25,1,,,0,1,40.1,38,22,19,1,24,0,33,6,0,6,190,1.537,8.5,0.2,5.4,7.4,1.38,,player.fcgi?id=bourqu000jam
Jake Cronenworth,20,2014,Michigan,Big Ten,2,3,0.4,1.75,18,0,,,0,12,25.2,21,14,5,0,13,1,27,2,0,5,112,1.325,7.4,0,4.6,9.5,2.08,,player.fcgi?id=cronen000jac
Donnie Eaton,21,2014,Michigan,Big Ten,0,1,0,0.77,13,0,,,0,0,23.1,8,8,2,0,16,0,26,3,0,1,96,1.029,3.1,0,6.2,10,1.63,,player.fcgi?id=eaton-000don
Hector Gutierrez,20,2014,Michigan,Big Ten,0,0,,3.38,2,0,,,0,0,2.2,1,1,1,0,7,0,3,0,0,1,16,3,3.4,0,23.6,10.1,0.43,,player.fcgi?id=gutier002hec
Evan Hill*,20,2014,Michigan,Big Ten,5,6,0.455,3.24,16,15,,,0,1,89,80,37,32,2,28,0,63,7,7,6,372,1.213,8.1,0.2,2.8,6.4,2.25,,player.fcgi?id=hill--000eva
Alex Lakatos,22,2014,Michigan,Big Ten,0,0,,5.87,11,2,,,0,0,15.1,13,12,10,0,7,0,15,2,0,3,70,1.304,7.6,0,4.1,8.8,2.14,,player.fcgi?id=lakato000ale
Jackson Lamb,19,2014,Michigan,Big Ten,0,0,,2.84,4,0,,,0,0,6.1,5,2,2,0,4,0,7,0,0,1,29,1.421,7.1,0,5.7,9.9,1.75,,player.fcgi?id=lamb--003jac
Keith Lehmann,19,2014,Michigan,Big Ten,3,1,0.75,2.92,21,2,,,0,0,49.1,50,16,16,2,12,0,32,5,1,8,209,1.257,9.1,0.4,2.2,5.8,2.67,,player.fcgi?id=lehman000kei
Mac Lozer,18,2014,Michigan,Big Ten,0,0,,2.76,23,0,,,0,0,16.1,12,6,5,2,9,0,16,2,0,5,71,1.286,6.6,1.1,5,8.8,1.78,,player.fcgi?id=lozer-000mac
Logan McAnallen*,23,2014,Michigan,Big Ten,3,3,0.5,4.01,18,10,,,0,0,51.2,52,26,23,1,33,1,40,8,1,2,240,1.645,9.1,0.2,5.7,7,1.21,,player.fcgi?id=mcanal000log
Trent Szkutnik*,20,2014,Michigan,Big Ten,1,6,0.143,3.38,15,15,,,0,0,80,83,38,30,2,34,1,57,8,1,4,356,1.463,9.3,0.2,3.8,6.4,1.68,,player.fcgi?id=szkutn000tre
Cam Wysocki,20,2014,Michigan,Big Ten,1,0,1,1.23,8,0,,,0,0,14.2,9,2,2,0,5,0,6,0,0,0,56,0.955,5.5,0,3.1,3.7,1.2,,player.fcgi?id=wysock000cam
Brett Adcock*,19,2015,Michigan,Big Ten,10,4,0.714,3.1,19,17,,,1,0,90,66,37,31,5,52,0,95,4,0,5,381,1.311,6.6,0.5,5.2,9.5,1.83,,player.fcgi?id=adcock000bre
Carmen Benedetti*,20,2015,Michigan,Big Ten,0,0,,1.84,18,0,,,0,3,14.2,4,5,3,0,13,0,23,2,0,0,63,1.159,2.5,0,8,14.1,1.77,,player.fcgi?id=benede000car
Jake Cronenworth,21,2015,Michigan,Big Ten,3,7,0.3,3.67,20,6,,,0,8,49,42,24,20,2,19,1,53,9,1,4,214,1.245,7.7,0.4,3.5,9.7,2.79,,player.fcgi?id=cronen000jac
Donnie Eaton,22,2015,Michigan,Big Ten,3,0,1,5.14,16,0,,,0,0,21,22,15,12,0,10,0,18,3,0,2,98,1.524,9.4,0,4.3,7.7,1.8,,player.fcgi?id=eaton-000don
Michael Hendrickson*,19,2015,Michigan,Big Ten,0,1,0,4.74,19,0,,,0,0,24.2,29,19,13,1,16,0,26,7,0,1,120,1.824,10.6,0.4,5.8,9.5,1.63,,player.fcgi?id=hendri000mic
Evan Hill*,21,2015,Michigan,Big Ten,2,2,0.5,4.5,11,7,,,0,0,38,45,24,19,1,17,0,37,7,2,4,178,1.632,10.7,0.2,4,8.8,2.18,,player.fcgi?id=hill--000eva
Oliver Jaskie*,19,2015,Michigan,Big Ten,2,0,1,5.58,22,1,,,0,0,30.2,29,23,19,2,22,1,35,3,0,5,146,1.663,8.5,0.6,6.5,10.3,1.59,,player.fcgi?id=jaskie000oli
Jackson Lamb,20,2015,Michigan,Big Ten,2,0,1,0.96,5,0,,,0,0,9.1,6,1,1,1,3,0,8,0,0,0,36,0.964,5.8,1,2.9,7.7,2.67,,player.fcgi?id=lamb--003jac
Keith Lehmann,20,2015,Michigan,Big Ten,1,4,0.2,5.46,11,8,,,0,0,31.1,31,19,19,3,14,0,26,5,2,1,144,1.436,8.9,0.9,4,7.5,1.86,,player.fcgi?id=lehman000kei
Mac Lozer,19,2015,Michigan,Big Ten,2,1,0.667,3.6,23,0,,,0,1,15,9,6,6,1,13,0,19,1,1,2,66,1.467,5.4,0.6,7.8,11.4,1.46,,player.fcgi?id=lozer-000mac
Ryan Nutof,19,2015,Michigan,Big Ten,5,3,0.625,3.71,15,14,,,0,0,80,76,43,33,2,32,0,63,5,0,2,350,1.35,8.6,0.2,3.6,7.1,1.97,,player.fcgi?id=nutof-000rya
Matt Ogden,22,2015,Michigan,Big Ten,5,1,0.833,2.47,21,6,,,0,1,51,46,18,14,0,18,0,41,4,1,3,222,1.255,8.1,0,3.2,7.2,2.28,,player.fcgi?id=ogden-000mat
Bryan Pall,19,2015,Michigan,Big Ten,2,0,1,2.97,23,0,,,0,3,33.1,26,12,11,4,10,0,31,2,0,5,135,1.08,7,1.1,2.7,8.4,3.1,,player.fcgi?id=pall--000bry
Jayce Vancena,19,2015,Michigan,Big Ten,2,1,0.667,3.68,17,5,,,0,0,44,41,23,18,3,16,0,21,11,0,5,193,1.295,8.4,0.6,3.3,4.3,1.31,,player.fcgi?id=vancen000jay
Cam Wysocki,21,2015,Michigan,Big Ten,0,1,0,5.03,15,0,,,0,1,19.2,21,16,11,2,12,1,10,1,0,1,92,1.678,9.6,0.9,5.5,4.6,0.83,,player.fcgi?id=wysock000cam
Brett Adcock*,20,2016,Michigan,Big Ten,7,5,0.583,3.22,15,14,,1,1,0,78.1,52,29,28,3,62,0,100,5,2,7,346,1.455,6,0.3,7.1,11.5,1.61,,player.fcgi?id=adcock000bre
Carmen Benedetti*,21,2016,Michigan,Big Ten,1,1,0.5,2.45,16,0,,0,0,1,14.2,6,4,4,0,12,0,17,0,0,3,60,1.227,3.7,0,7.4,10.4,1.42,,player.fcgi?id=benede000car
Jack Bredeson,19,2016,Michigan,Big Ten,0,0,,2.79,8,0,,0,0,0,9.2,7,5,3,1,8,0,6,1,0,0,44,1.552,6.5,0.9,7.4,5.6,0.75,,player.fcgi?id=bredes000jac
Michael Hendrickson*,20,2016,Michigan,Big Ten,0,0,,2.53,3,1,,0,0,1,10.2,6,4,3,0,2,0,16,1,2,0,43,0.75,5.1,0,1.7,13.5,8,,player.fcgi?id=hendri000mic
Evan Hill*,22,2016,Michigan,Big Ten,5,5,0.5,4.13,15,12,,0,0,1,61,65,31,28,1,23,1,59,4,2,6,268,1.443,9.6,0.1,3.4,8.7,2.57,,player.fcgi?id=hill--000eva
Oliver Jaskie*,20,2016,Michigan,Big Ten,6,3,0.667,3.19,14,14,,0,0,0,79,64,32,28,5,39,0,69,6,0,3,341,1.304,7.3,0.6,4.4,7.9,1.77,,player.fcgi?id=jaskie000oli
Ricky Karcher,18,2016,Michigan,Big Ten,0,0,,7.71,5,0,,0,0,0,4.2,4,5,4,0,7,0,4,0,0,1,24,2.357,7.7,0,13.5,7.7,0.57,,player.fcgi?id=karche002ric
Jackson Lamb,21,2016,Michigan,Big Ten,0,0,,1.08,10,0,,0,0,2,8.1,7,1,1,0,5,1,13,1,0,0,37,1.44,7.6,0,5.4,14,2.6,,player.fcgi?id=lamb--003jac
Keith Lehmann,21,2016,Michigan,Big Ten,0,0,,6.26,17,2,,0,0,1,27.1,25,20,19,3,13,0,28,7,1,0,122,1.39,8.2,1,4.3,9.2,2.15,,player.fcgi?id=lehman000kei
Mac Lozer,20,2016,Michigan,Big Ten,1,0,1,2.37,29,0,,0,0,1,19,20,13,5,0,13,1,22,2,0,6,93,1.737,9.5,0,6.2,10.4,1.69,,player.fcgi?id=lozer-000mac
Troy Miller,19,2016,Michigan,Big Ten,1,0,1,5.95,16,0,,0,0,0,19.2,24,13,13,3,6,0,9,2,0,2,88,1.525,11,1.4,2.7,4.1,1.5,,player.fcgi?id=miller000tro
Ryan Nutof,20,2016,Michigan,Big Ten,6,2,0.75,2.85,20,10,,0,0,0,53.2,52,21,17,3,25,1,49,8,0,4,242,1.435,8.7,0.5,4.2,8.2,1.96,,player.fcgi?id=nutof-000rya
Bryan Pall,20,2016,Michigan,Big Ten,3,1,0.75,2.97,24,0,,0,0,4,30.1,25,13,10,0,16,1,31,1,0,7,134,1.352,7.4,0,4.7,9.2,1.94,,player.fcgi?id=pall--000bry
Grant Reuss*,20,2016,Michigan,Big Ten,0,0,,3.86,4,0,,0,0,0,2.1,0,1,1,0,5,0,1,1,0,3,13,2.143,0,0,19.3,3.9,0.2,,player.fcgi?id=reuss-000gra
Will Tribucher*,19,2016,Michigan,Big Ten,3,2,0.6,5.6,22,3,,0,0,0,35.1,31,23,22,1,20,0,34,7,1,2,159,1.443,7.9,0.3,5.1,8.7,1.7,,player.fcgi?id=tribuc000wil
Jayce Vancena,20,2016,Michigan,Big Ten,2,1,0.667,5.1,15,0,,0,0,0,30,34,21,17,3,16,0,23,4,0,2,141,1.667,10.2,0.9,4.8,6.9,1.44,,player.fcgi?id=vancen000jay
Austin Batka*,21,2017,Michigan,Big Ten,0,0,,1.04,9,0,,0,0,0,8.2,8,3,1,0,4,0,12,0,0,3,39,1.385,8.3,0,4.2,12.5,3,,player.fcgi?id=batka-000aus
Jack Bredeson,20,2017,Michigan,Big Ten,0,1,0,4.91,13,0,,0,0,0,11,10,7,6,1,4,0,6,3,0,0,49,1.273,8.2,0.8,3.3,4.9,1.5,,player.fcgi?id=bredes000jac
Michael Hendrickson*,21,2017,Michigan,Big Ten,6,3,0.667,4.06,15,15,,0,0,0,75.1,66,35,34,1,32,0,70,10,0,6,325,1.301,7.9,0.1,3.8,8.4,2.19,,player.fcgi?id=hendri000mic
Tommy Henry*,19,2017,Michigan,Big Ten,3,1,0.75,3.19,21,0,,0,0,1,31,31,12,11,3,11,1,39,3,0,0,133,1.355,9,0.9,3.2,11.3,3.55,,player.fcgi?id=henry-002tom
Oliver Jaskie*,21,2017,Michigan,Big Ten,8,3,0.727,3.77,16,16,,1,1,0,93,83,45,39,9,31,0,119,6,1,11,395,1.226,8,0.9,3,11.5,3.84,,player.fcgi?id=jaskie000oli
Karl Kauffmann,19,2017,Michigan,Big Ten,1,0,1,2.03,12,0,,0,0,0,13.1,10,3,3,0,7,0,10,1,1,0,58,1.275,6.8,0,4.7,6.8,1.43,,player.fcgi?id=kauffm002kar
Ben Keizer*,19,2017,Michigan,Big Ten,0,0,,0,3,0,,0,0,0,2.1,1,1,0,0,3,0,2,0,0,1,12,1.714,3.9,0,11.6,7.7,0.67,,player.fcgi?id=keizer000ben
Jackson Lamb,22,2017,Michigan,Big Ten,3,1,0.75,0.96,26,0,,0,0,12,28,20,5,3,0,12,1,28,0,0,2,117,1.143,6.4,0,3.9,9,2.33,,player.fcgi?id=lamb--003jac
Keith Lehmann,22,2017,Michigan,Big Ten,0,1,0,3.24,9,0,,0,0,0,8.1,5,3,3,0,4,0,8,2,0,1,35,1.08,5.4,0,4.3,8.6,2,,player.fcgi?id=lehman000kei
Mac Lozer,21,2017,Michigan,Big Ten,1,0,1,1,25,0,,0,0,1,27,12,3,3,1,9,0,37,1,0,3,100,0.778,4,0.3,3,12.3,4.11,,player.fcgi?id=lozer-000mac
Troy Miller,20,2017,Michigan,Big Ten,0,0,,3.86,7,0,,0,0,0,7,4,3,3,1,7,0,4,4,0,0,33,1.571,5.1,1.3,9,5.1,0.57,,player.fcgi?id=miller000tro
Ryan Nutof,21,2017,Michigan,Big Ten,6,2,0.75,4.52,16,12,,0,0,0,71.2,77,38,36,11,24,0,71,5,0,8,315,1.409,9.7,1.4,3,8.9,2.96,,player.fcgi?id=nutof-000rya
Bryan Pall,21,2017,Michigan,Big Ten,1,0,1,10.13,2,0,,0,0,0,2.2,1,3,3,1,1,0,3,1,0,0,11,0.75,3.4,3.4,3.4,10.1,3,,player.fcgi?id=pall--000bry
Alec Rennard,22,2017,Michigan,Big Ten,6,2,0.75,4.43,18,10,,0,0,0,65,63,33,32,3,15,1,65,4,0,3,272,1.2,8.7,0.4,2.1,9,4.33,,player.fcgi?id=rennar000ale
Grant Reuss*,21,2017,Michigan,Big Ten,0,0,,2.7,8,0,,0,0,0,6.2,1,3,2,0,6,0,11,0,0,3,27,1.05,1.4,0,8.1,14.9,1.83,,player.fcgi?id=reuss-000gra
Will Tribucher*,20,2017,Michigan,Big Ten,4,2,0.667,2.63,22,1,,0,0,2,37.2,31,16,11,2,20,1,43,5,0,4,167,1.354,7.4,0.5,4.8,10.3,2.15,,player.fcgi?id=tribuc000wil
Jayce Vancena,21,2017,Michigan,Big Ten,3,1,0.75,3,14,5,,0,0,0,39,31,14,13,4,4,0,28,2,1,4,149,0.897,7.2,0.9,0.9,6.5,7,,player.fcgi?id=vancen000jay
Jack Weisenburger,19,2017,Michigan,Big Ten,0,0,,3.18,4,0,,0,0,0,5.2,4,2,2,1,3,0,6,0,0,0,24,1.235,6.4,1.6,4.8,9.5,2,,player.fcgi?id=weisen000jac
Austin Batka*,22,2018,Michigan,Big Ten,0,0,,5.06,5,0,,0,0,0,5.1,5,4,3,0,8,0,8,0,0,4,29,2.438,8.4,0,13.5,13.5,1,,player.fcgi?id=batka-000aus
Blake Beers,19,2018,Michigan,Big Ten,0,0,,135,2,1,,0,0,0,0.1,0,7,5,0,5,0,1,1,0,0,8,15,0,0,135,27,0.2,,player.fcgi?id=beers-000bla
Jack Bredeson,21,2018,Michigan,Big Ten,0,0,,8.1,6,0,,0,0,0,3.1,4,5,3,1,3,0,3,0,0,1,18,2.1,10.8,2.7,8.1,8.1,1,,player.fcgi?id=bredes000jac
Jeff Criswell,19,2018,Michigan,Big Ten,3,2,0.6,2.23,24,0,,0,0,0,32.1,18,11,8,2,19,0,32,4,0,2,131,1.144,5,0.6,5.3,8.9,1.68,,player.fcgi?id=criswe000jef
Ben Dragani*,19,2018,Michigan,Big Ten,6,2,0.75,2.76,16,11,,0,0,0,75,61,27,23,4,26,0,54,2,1,2,311,1.16,7.3,0.5,3.1,6.5,2.08,,player.fcgi?id=dragan000ben
Tommy Henry*,20,2018,Michigan,Big Ten,7,3,0.7,3.09,15,15,,0,0,0,81.2,71,37,28,2,26,0,77,9,0,4,346,1.188,7.8,0.2,2.9,8.5,2.96,,player.fcgi?id=henry-002tom
Karl Kauffmann,20,2018,Michigan,Big Ten,6,3,0.667,3.08,15,14,,0,0,0,79,66,35,27,3,32,0,78,6,0,7,341,1.241,7.5,0.3,3.6,8.9,2.44,,player.fcgi?id=kauffm002kar
Ben Keizer*,20,2018,Michigan,Big Ten,0,0,,13.5,7,0,,0,0,0,6,11,15,9,0,10,0,5,2,0,4,41,3.5,16.5,0,15,7.5,0.5,,player.fcgi?id=keizer000ben
Troy Miller,21,2018,Michigan,Big Ten,0,1,0,3.38,19,2,,0,0,1,34.2,24,16,13,2,20,0,29,1,0,5,147,1.269,6.2,0.5,5.2,7.5,1.45,,player.fcgi?id=miller000tro
Alec Rennard,23,2018,Michigan,Big Ten,2,2,0.5,3.41,11,5,,0,0,0,37,34,15,14,1,9,0,29,4,0,6,153,1.162,8.3,0.2,2.2,7.1,3.22,,player.fcgi?id=rennar000ale
Angelo Smith*,19,2018,Michigan,Big Ten,1,0,1,1.14,15,0,,0,0,0,23.2,14,6,3,0,12,1,20,7,0,1,101,1.099,5.3,0,4.6,7.6,1.67,,player.fcgi?id=smith-000ang
Will Tribucher*,21,2018,Michigan,Big Ten,4,4,0.5,3.44,22,1,,0,0,4,36.2,26,20,14,3,21,2,43,4,1,7,163,1.282,6.4,0.7,5.2,10.6,2.05,,player.fcgi?id=tribuc000wil
Jayce Vancena,22,2018,Michigan,Big Ten,3,4,0.429,6.46,14,5,,0,0,0,30.2,44,27,22,2,12,2,23,6,0,3,153,1.826,12.9,0.6,3.5,6.8,1.92,,player.fcgi?id=vancen000jay
Jack Weisenburger,20,2018,Michigan,Big Ten,1,0,1,3.58,15,0,,0,0,1,27.2,22,16,11,2,22,0,27,3,1,3,128,1.59,7.2,0.7,7.2,8.8,1.23,,player.fcgi?id=weisen000jac
Danny Zimmerman,19,2018,Michigan,Big Ten,0,0,,0,2,0,,0,0,0,2,4,0,0,0,0,0,1,0,0,0,10,2,18,0,0,4.5,,,player.fcgi?id=zimmer000dan
Blake Beers,20,2019,Michigan,Big Ten,1,1,0.5,6.04,14,2,,0,0,1,22.1,26,15,15,3,10,0,15,5,1,2,103,1.612,10.5,1.2,4,6,1.5,,player.fcgi?id=beers-000bla
Jack Bredeson,22,2019,Michigan,Big Ten,0,0,,6.75,4,0,,0,0,0,2.2,3,2,2,0,5,0,6,0,0,2,16,3,10.1,0,16.9,20.3,1.2,,player.fcgi?id=bredes000jac
