Name,Age,Season,Team,Conference,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,Name-additional
Grayson Porter,--,2011,Baylor,Big 12,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,,,player.fcgi?id=porter000gra
Chris Slater?,--,2011,Baylor,Big 12,50,161,142,24,40,12,3,2,21,3,2,12,24,0.282,0.342,0.451,0.793,64,,2,3,2,,,player.fcgi?id=slater001chr
Cal Towey*,21,2011,Baylor,Big 12,49,169,131,22,32,4,2,4,15,6,5,28,49,0.244,0.404,0.397,0.801,52,,7,3,0,,,player.fcgi?id=towey-000cal
Joshua Turley*,20,2011,Baylor,Big 12,29,21,18,1,3,1,0,0,0,0,0,2,2,0.167,0.25,0.222,0.472,4,,0,1,0,,,player.fcgi?id=turley001jos
Logan Vick#,20,2011,Baylor,Big 12,47,212,174,26,37,4,3,2,18,6,3,32,34,0.213,0.329,0.305,0.633,53,,0,2,4,,,player.fcgi?id=vick--000log
Landis Ware,22,2011,Baylor,Big 12,56,215,189,18,48,14,1,0,32,10,1,10,52,0.254,0.29,0.339,0.629,64,,2,8,6,,,player.fcgi?id=ware--000jes
Logan Brown?,--,2012,Baylor,Big 12,38,62,52,12,14,1,0,0,4,7,2,3,17,0.269,0.321,0.289,0.61,15,,1,6,0,0,,player.fcgi?id=brown-000log
Steve DalPorto?,--,2012,Baylor,Big 12,22,42,36,6,11,1,0,0,6,0,0,1,8,0.306,0.308,0.333,0.641,12,,0,3,2,0,,player.fcgi?id=dalpor000ste
Dan Evatt,23,2012,Baylor,Big 12,51,182,158,27,52,5,2,8,30,4,3,16,38,0.329,0.401,0.538,0.939,85,,5,0,3,0,,player.fcgi?id=evatt-001dan
Nate Goodwin?,--,2012,Baylor,Big 12,19,20,15,3,4,0,0,0,3,0,0,4,4,0.267,0.421,0.267,0.688,4,,0,1,0,0,,player.fcgi?id=goodwi000nat
Joey Hainsfurther#,22,2012,Baylor,Big 12,27,33,22,3,3,0,0,0,5,0,1,8,2,0.136,0.355,0.136,0.491,3,,0,2,1,0,,player.fcgi?id=hainsf001joe
Michael Howard*,19,2012,Baylor,Big 12,46,113,94,20,28,2,1,1,12,4,3,16,14,0.298,0.405,0.372,0.778,35,,1,2,0,0,,player.fcgi?id=howard005mic
Lawton Langford*,--,2012,Baylor,Big 12,60,261,206,43,62,7,2,0,20,7,3,37,41,0.301,0.419,0.354,0.774,73,,5,13,0,1,,player.fcgi?id=langfo000law
Josh Ludy,22,2012,Baylor,Big 12,63,279,232,41,84,15,0,16,71,1,0,32,41,0.362,0.455,0.634,1.089,147,,11,0,4,2,,player.fcgi?id=ludy--000jos
Wes Mercurio?,--,2012,Baylor,Big 12,13,14,13,1,4,0,0,0,3,0,0,1,0,0.308,0.357,0.308,0.665,4,,0,0,0,0,,player.fcgi?id=mercur000wes
Jake Miller,21,2012,Baylor,Big 12,64,264,234,33,65,13,2,1,31,3,0,10,58,0.278,0.315,0.363,0.678,85,,5,10,5,0,,player.fcgi?id=miller002jak
Max Muncy*,21,2012,Baylor,Big 12,66,306,255,55,82,17,3,7,56,7,5,41,32,0.322,0.418,0.494,0.912,126,,5,0,5,6,,player.fcgi?id=muncy-001max
Nate Orf,22,2012,Baylor,Big 12,65,313,234,61,71,10,2,2,31,17,3,33,33,0.303,0.453,0.389,0.842,91,,35,6,5,1,,player.fcgi?id=orf---000nat
Grayson Porter,--,2012,Baylor,Big 12,11,9,9,1,1,1,0,0,2,0,0,0,4,0.111,0.111,0.222,0.333,2,,0,0,0,0,,player.fcgi?id=porter000gra
Ryan Smith?,--,2012,Baylor,Big 12,17,3,3,0,2,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.333,2,,0,0,0,0,,player.fcgi?id=smith-009rya
Adam Toth*,20,2012,Baylor,Big 12,46,175,154,28,44,8,1,1,18,18,2,10,19,0.286,0.331,0.37,0.702,57,,2,6,3,0,,player.fcgi?id=toth--000ada
Cal Towey*,22,2012,Baylor,Big 12,66,295,224,43,66,13,4,6,51,9,7,39,63,0.295,0.428,0.469,0.896,105,,16,12,4,1,,player.fcgi?id=towey-000cal
Joshua Turley*,21,2012,Baylor,Big 12,24,9,7,0,2,0,0,0,1,0,0,2,1,0.286,0.444,0.286,0.73,2,,0,0,0,0,,player.fcgi?id=turley001jos
Logan Vick#,21,2012,Baylor,Big 12,64,279,232,50,80,24,0,4,43,19,9,43,28,0.345,0.441,0.5,0.941,116,,0,0,4,1,,player.fcgi?id=vick--000log
Duncan Wendel,19,2012,Baylor,Big 12,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=wendel000dun
Crayton Bare*,22,2013,Baylor,Big 12,27,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=bare--000cra
Logan Brown?,--,2013,Baylor,Big 12,48,191,163,28,45,5,1,1,14,16,6,15,21,0.276,0.365,0.337,0.703,55,,9,2,2,0,,player.fcgi?id=brown-000log
Steve DalPorto?,--,2013,Baylor,Big 12,49,153,132,13,32,2,0,0,16,1,2,13,21,0.242,0.333,0.258,0.591,34,,5,3,0,0,,player.fcgi?id=dalpor000ste
Trae Davis,21,2013,Baylor,Big 12,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=davis-001tra
Brett Doe,23,2013,Baylor,Big 12,39,110,94,4,17,2,0,0,8,2,1,7,17,0.181,0.257,0.202,0.459,19,,3,5,1,0,,player.fcgi?id=doe---000bre
Nate Goodwin?,--,2013,Baylor,Big 12,40,93,77,6,14,6,0,0,10,0,0,7,17,0.182,0.261,0.26,0.521,20,,2,5,2,0,,player.fcgi?id=goodwi000nat
Jimmy Landes?,--,2013,Baylor,Big 12,15,24,21,0,1,0,0,0,1,0,0,2,6,0.048,0.125,0.048,0.173,1,,0,0,1,0,,player.fcgi?id=landes000jim
Lawton Langford*,--,2013,Baylor,Big 12,53,235,180,37,50,5,0,0,18,7,3,34,30,0.278,0.411,0.306,0.716,55,,10,6,5,2,,player.fcgi?id=langfo000law
Matt Menard,19,2013,Baylor,Big 12,9,9,7,0,1,0,0,0,1,0,0,1,3,0.143,0.333,0.143,0.476,1,,1,0,0,0,,player.fcgi?id=menard000mat
Wes Mercurio?,--,2013,Baylor,Big 12,20,28,26,2,6,1,0,1,2,0,0,1,9,0.231,0.286,0.385,0.67,10,,1,0,0,1,,player.fcgi?id=mercur000wes
Jake Miller,22,2013,Baylor,Big 12,55,227,199,27,57,12,0,1,31,4,2,15,43,0.286,0.33,0.362,0.692,72,,1,6,6,0,,player.fcgi?id=miller002jak
Nate Orf,23,2013,Baylor,Big 12,55,256,215,36,81,15,1,1,34,4,11,25,26,0.377,0.47,0.47,0.94,101,,13,3,0,3,,player.fcgi?id=orf---000nat
Grayson Porter,--,2013,Baylor,Big 12,45,175,153,23,35,5,0,5,29,3,0,14,40,0.229,0.297,0.36,0.657,55,,3,0,5,0,,player.fcgi?id=porter000gra
Mitch Price?,--,2013,Baylor,Big 12,38,87,77,10,18,2,1,2,4,0,0,9,22,0.234,0.322,0.364,0.685,28,,1,0,0,0,,player.fcgi?id=price-000mit
Adam Toth*,21,2013,Baylor,Big 12,53,206,178,27,47,5,2,0,16,18,4,18,41,0.264,0.343,0.315,0.658,56,,5,2,3,2,,player.fcgi?id=toth--000ada
Cal Towey*,23,2013,Baylor,Big 12,55,253,199,34,58,11,5,4,45,10,2,36,43,0.292,0.429,0.457,0.886,91,,14,1,3,2,,player.fcgi?id=towey-000cal
West Tunnell*,19,2013,Baylor,Big 12,31,28,23,14,2,0,0,0,0,3,0,4,12,0.087,0.222,0.087,0.309,2,,0,1,0,0,,player.fcgi?id=tunnel000wes
Duncan Wendel,20,2013,Baylor,Big 12,41,127,116,8,32,4,0,0,13,1,0,9,23,0.276,0.333,0.31,0.644,36,,1,1,0,0,,player.fcgi?id=wendel000dun
Logan Brown?,--,2014,Baylor,Big 12,56,189,174,21,38,7,1,1,13,8,5,6,34,0.218,0.26,0.287,0.547,50,,4,4,1,0,,player.fcgi?id=brown-000log
Ben Carl,20,2014,Baylor,Big 12,38,50,43,3,12,1,1,0,7,0,1,2,7,0.279,0.354,0.349,0.703,15,,3,2,0,0,,player.fcgi?id=carl--000ben
Aaron Dodson#,19,2014,Baylor,Big 12,53,179,162,17,36,9,1,3,16,0,0,14,49,0.222,0.291,0.346,0.636,56,,2,0,1,0,,player.fcgi?id=dodson000aar
Brett Doe,24,2014,Baylor,Big 12,50,185,143,19,37,8,1,1,17,2,0,17,15,0.259,0.368,0.35,0.718,50,,9,14,2,0,,player.fcgi?id=doe---000bre
Nate Goodwin?,--,2014,Baylor,Big 12,21,37,32,2,5,1,0,0,3,0,0,2,7,0.156,0.206,0.188,0.393,6,,0,3,0,0,,player.fcgi?id=goodwi000nat
Lane Kelly?,--,2014,Baylor,Big 12,20,15,12,8,2,0,0,0,1,3,1,2,2,0.167,0.286,0.167,0.452,2,,0,1,0,0,,player.fcgi?id=kelly-000lan
Lawton Langford*,--,2014,Baylor,Big 12,51,211,169,26,39,6,0,0,15,6,5,35,19,0.231,0.376,0.266,0.643,45,,5,1,1,0,,player.fcgi?id=langfo000law
Matt Menard,20,2014,Baylor,Big 12,48,168,146,16,32,9,1,0,12,1,3,16,34,0.219,0.297,0.295,0.592,43,,1,3,2,0,,player.fcgi?id=menard000mat
Dillon Newman,22,2014,Baylor,Big 12,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=newman001dil
Grayson Porter,--,2014,Baylor,Big 12,50,179,158,19,36,6,0,5,31,2,2,11,38,0.228,0.296,0.361,0.657,57,,6,0,4,0,,player.fcgi?id=porter000gra
Mitch Price?,--,2014,Baylor,Big 12,34,82,66,8,17,5,0,1,14,0,0,11,13,0.258,0.39,0.379,0.769,25,,4,0,1,1,,player.fcgi?id=price-000mit
Hayden Ross?,--,2014,Baylor,Big 12,26,66,51,10,11,0,1,0,4,0,0,6,20,0.216,0.385,0.255,0.64,13,,8,1,0,0,,player.fcgi?id=ross--000hay
Joe Sabatini#,21,2014,Baylor,Big 12,18,33,28,1,7,1,0,0,3,0,0,3,11,0.25,0.333,0.286,0.619,8,,1,0,1,0,,player.fcgi?id=sabati000joe
Darryn Sheppard,19,2014,Baylor,Big 12,51,179,156,23,25,4,1,3,13,6,1,13,44,0.16,0.251,0.256,0.508,40,,6,4,0,0,,player.fcgi?id=sheppa000dar
Adam Toth*,22,2014,Baylor,Big 12,57,233,216,33,64,9,4,3,26,13,5,10,28,0.296,0.338,0.417,0.754,90,,4,2,1,1,,player.fcgi?id=toth--000ada
West Tunnell*,20,2014,Baylor,Big 12,43,115,99,9,21,3,1,0,10,9,1,13,24,0.212,0.31,0.263,0.572,26,,1,2,0,0,,player.fcgi?id=tunnel000wes
Duncan Wendel,21,2014,Baylor,Big 12,50,172,147,10,37,6,0,0,16,2,1,15,18,0.252,0.341,0.293,0.634,43,,6,2,2,0,,player.fcgi?id=wendel000dun
Justin Arrington*,21,2015,Baylor,Big 12,43,124,111,8,26,4,0,0,11,1,1,12,16,0.234,0.309,0.27,0.579,30,,0,1,0,0,,player.fcgi?id=arring000jus
Logan Brown?,--,2015,Baylor,Big 12,55,248,219,33,63,10,1,1,20,21,10,17,30,0.288,0.354,0.356,0.71,78,,6,5,1,1,,player.fcgi?id=brown-000log
Ben Carl,21,2015,Baylor,Big 12,19,22,19,2,6,1,0,0,4,0,0,1,4,0.316,0.35,0.368,0.718,7,,0,2,0,0,,player.fcgi?id=carl--000ben
Aaron Dodson#,20,2015,Baylor,Big 12,47,155,138,18,31,5,1,3,15,0,0,17,46,0.225,0.31,0.341,0.65,47,,0,0,0,2,,player.fcgi?id=dodson000aar
Jonathan Ducoff,20,2015,Baylor,Big 12,44,126,119,14,30,6,0,1,12,1,1,4,36,0.252,0.272,0.328,0.6,39,,0,1,2,0,,player.fcgi?id=ducoff000jon
Kameron Esthay*,20,2015,Baylor,Big 12,53,171,155,26,50,7,1,5,25,5,2,12,35,0.323,0.38,0.477,0.858,74,,3,0,1,0,,player.fcgi?id=esthay000kam
Levi Gilcrease,20,2015,Baylor,Big 12,40,93,83,10,16,1,1,0,2,2,2,6,22,0.193,0.244,0.229,0.473,19,,0,3,1,0,,player.fcgi?id=gilcre000lev
Lane Kelly?,--,2015,Baylor,Big 12,12,3,2,3,0,0,0,0,0,2,0,0,0,0,0.333,0,0.333,0,,1,0,0,0,,player.fcgi?id=kelly-000lan
Steven McLean,20,2015,Baylor,Big 12,51,121,104,12,21,1,0,0,8,7,3,6,28,0.202,0.25,0.212,0.462,22,,2,5,4,0,,player.fcgi?id=mclean000ste
Matt Menard,21,2015,Baylor,Big 12,40,128,110,5,27,3,1,0,15,1,1,13,22,0.246,0.347,0.291,0.637,32,,4,1,0,0,,player.fcgi?id=menard000mat
Cameron Miller*,19,2015,Baylor,Big 12,31,83,72,7,16,4,0,0,9,0,0,10,20,0.222,0.325,0.278,0.603,20,,1,0,0,0,,player.fcgi?id=miller000cam
Mitch Price?,--,2015,Baylor,Big 12,48,143,126,17,35,7,0,3,19,0,0,11,24,0.278,0.357,0.405,0.761,51,,5,0,1,0,,player.fcgi?id=price-000mit
Ryan Romo?,--,2015,Baylor,Big 12,3,9,7,0,2,0,0,0,0,0,0,1,1,0.286,0.444,0.286,0.73,2,,1,0,0,0,,player.fcgi?id=romo--000rya
Hayden Ross?,--,2015,Baylor,Big 12,25,82,68,10,17,4,0,0,6,6,2,8,16,0.25,0.342,0.309,0.651,21,,2,3,1,0,,player.fcgi?id=ross--000hay
Joe Sabatini#,22,2015,Baylor,Big 12,25,47,41,3,7,2,2,0,6,0,1,4,14,0.171,0.255,0.317,0.572,13,,1,0,1,0,,player.fcgi?id=sabati000joe
Darryn Sheppard,20,2015,Baylor,Big 12,38,139,118,18,27,10,0,3,10,5,4,15,29,0.229,0.324,0.39,0.713,46,,2,3,1,0,,player.fcgi?id=sheppa000dar
Case Smith?,--,2015,Baylor,Big 12,10,8,7,1,2,0,0,0,0,0,0,1,1,0.286,0.375,0.286,0.661,2,,0,0,0,0,,player.fcgi?id=smith-005cas
Adam Toth*,23,2015,Baylor,Big 12,32,127,107,11,31,8,2,1,19,5,2,13,22,0.29,0.355,0.43,0.785,46,,0,3,4,1,,player.fcgi?id=toth--000ada
West Tunnell*,21,2015,Baylor,Big 12,41,95,89,8,23,5,2,0,9,6,1,5,19,0.258,0.295,0.36,0.654,32,,0,0,1,0,,player.fcgi?id=tunnel000wes
Duncan Wendel,22,2015,Baylor,Big 12,41,154,131,20,36,5,0,0,14,2,2,19,14,0.275,0.357,0.313,0.67,41,,0,0,4,1,,player.fcgi?id=wendel000dun
Justin Arrington*,22,2016,Baylor,Big 12,47,178,165,15,49,11,0,0,14,0,1,9,20,0.297,0.333,0.364,0.697,60,,0,4,0,0,,player.fcgi?id=arring000jus
Josh Bissonette,19,2016,Baylor,Big 12,52,201,157,28,37,3,0,3,22,1,3,29,21,0.236,0.366,0.312,0.678,49,,5,7,3,0,,player.fcgi?id=bisson000jos
Ben Carl,22,2016,Baylor,Big 12,20,36,33,4,4,2,0,0,1,0,0,1,5,0.121,0.171,0.182,0.353,6,,1,1,0,0,,player.fcgi?id=carl--000ben
Richard Cunningham*,21,2016,Baylor,Big 12,52,214,178,40,51,9,5,5,26,3,1,19,35,0.287,0.386,0.478,0.863,85,,11,4,2,1,,player.fcgi?id=cunnin002ric
Aaron Dodson#,21,2016,Baylor,Big 12,48,203,178,17,46,5,2,4,22,0,0,16,51,0.258,0.327,0.376,0.703,67,,3,4,2,3,,player.fcgi?id=dodson000aar
Jonathan Ducoff,21,2016,Baylor,Big 12,17,27,27,3,2,1,0,0,2,0,0,0,14,0.074,0.074,0.111,0.185,3,,0,0,0,0,,player.fcgi?id=ducoff000jon
Kameron Esthay*,21,2016,Baylor,Big 12,49,211,192,20,59,14,1,3,31,2,0,19,38,0.307,0.37,0.438,0.807,84,,0,0,0,0,,player.fcgi?id=esthay000kam
Levi Gilcrease,21,2016,Baylor,Big 12,31,121,105,17,26,4,1,0,7,0,3,6,25,0.248,0.301,0.305,0.606,32,,2,8,0,0,,player.fcgi?id=gilcre000lev
Steven McLean,21,2016,Baylor,Big 12,53,238,201,31,62,9,3,2,24,6,1,12,40,0.309,0.382,0.413,0.795,83,,13,10,2,0,,player.fcgi?id=mclean000ste
Matt Menard,22,2016,Baylor,Big 12,44,175,152,28,47,11,0,6,25,0,0,16,30,0.309,0.376,0.5,0.876,76,,2,2,3,0,,player.fcgi?id=menard000mat
Cameron Miller*,20,2016,Baylor,Big 12,19,37,31,2,5,2,0,0,4,0,0,2,6,0.161,0.257,0.226,0.483,7,,2,2,0,0,,player.fcgi?id=miller000cam
T.J. Raguse*,19,2016,Baylor,Big 12,36,111,90,19,27,8,0,1,18,1,1,19,19,0.3,0.427,0.422,0.85,38,,1,1,0,0,,player.fcgi?id=raguse000tj-
Joe Sabatini#,23,2016,Baylor,Big 12,19,40,36,4,8,2,0,0,3,0,0,2,11,0.222,0.275,0.278,0.553,10,,1,0,1,0,,player.fcgi?id=sabati000joe
Darryn Sheppard,21,2016,Baylor,Big 12,52,226,204,35,60,10,2,8,40,1,0,13,41,0.294,0.341,0.48,0.821,98,,4,0,5,0,,player.fcgi?id=sheppa000dar
West Tunnell*,22,2016,Baylor,Big 12,28,57,52,9,11,1,0,2,3,0,1,2,19,0.212,0.25,0.346,0.596,18,,1,1,1,0,,player.fcgi?id=tunnel000wes
Ryan Bertelsman,19,2017,Baylor,Big 12,3,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=bertel000rya
Josh Bissonette,20,2017,Baylor,Big 12,55,218,180,25,49,7,1,0,21,2,0,26,25,0.272,0.37,0.322,0.692,58,,2,10,0,0,,player.fcgi?id=bisson000jos
Tucker Cascadden,21,2017,Baylor,Big 12,54,187,163,23,43,11,0,1,31,2,4,14,25,0.264,0.326,0.35,0.676,57,,3,3,4,0,,player.fcgi?id=cascad000tuc
Richard Cunningham*,22,2017,Baylor,Big 12,48,193,170,30,52,15,3,5,29,2,1,11,37,0.306,0.365,0.518,0.882,88,,7,1,4,0,,player.fcgi?id=cunnin002ric
Aaron Dodson#,22,2017,Baylor,Big 12,55,215,189,37,65,9,2,11,42,0,0,15,55,0.344,0.403,0.587,0.99,111,,5,4,2,0,,player.fcgi?id=dodson000aar
Kameron Esthay*,22,2017,Baylor,Big 12,57,242,205,40,58,11,2,9,35,4,1,30,52,0.283,0.38,0.488,0.868,100,,4,0,3,1,,player.fcgi?id=esthay000kam
Levi Gilcrease,22,2017,Baylor,Big 12,38,52,39,6,9,2,0,0,3,0,1,8,9,0.231,0.388,0.282,0.67,11,,2,3,0,0,,player.fcgi?id=gilcre000lev
Tucker Johnson,21,2017,Baylor,Big 12,26,33,27,6,9,3,0,1,10,0,0,4,3,0.333,0.455,0.556,1.01,15,,2,0,0,0,,player.fcgi?id=johnso000tuc
Shea Langeliers,19,2017,Baylor,Big 12,55,243,211,43,66,14,2,10,38,1,3,24,37,0.313,0.388,0.54,0.928,114,,3,3,2,1,,player.fcgi?id=langel000she
Steven McLean,22,2017,Baylor,Big 12,42,167,146,20,38,7,0,0,11,1,4,14,21,0.26,0.331,0.308,0.64,45,,2,4,1,0,,player.fcgi?id=mclean000ste
Matt Menard,23,2017,Baylor,Big 12,57,236,208,36,65,10,0,3,28,4,0,18,36,0.313,0.38,0.404,0.784,84,,6,2,2,2,,player.fcgi?id=menard000mat
Cameron Miller*,21,2017,Baylor,Big 12,14,15,14,5,6,1,0,1,7,0,0,1,3,0.429,0.467,0.714,1.181,10,,0,0,0,0,,player.fcgi?id=miller000cam
Kyle Ott,22,2017,Baylor,Big 12,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=ott---000kyl
T.J. Raguse*,20,2017,Baylor,Big 12,49,207,169,26,45,5,0,1,23,7,2,31,29,0.266,0.378,0.314,0.691,53,,1,3,3,2,,player.fcgi?id=raguse000tj-
Hunter Seay*,20,2017,Baylor,Big 12,17,13,11,3,3,0,0,0,0,0,0,2,3,0.273,0.385,0.273,0.657,3,,0,0,0,1,,player.fcgi?id=seay--000hun
Andy Thomas*,19,2017,Baylor,Big 12,14,26,20,7,9,1,2,1,8,0,0,5,1,0.45,0.577,0.85,1.427,17,,1,0,0,0,,player.fcgi?id=thomas005and
Cole Weaver*,19,2017,Baylor,Big 12,6,4,4,3,2,0,0,0,2,0,0,0,0,0.5,0.5,0.5,1,2,,0,0,0,0,,player.fcgi?id=weaver002col
Davis Wendzel,20,2017,Baylor,Big 12,50,193,153,34,46,7,2,8,30,0,2,30,22,0.301,0.428,0.529,0.957,81,,4,6,0,0,,player.fcgi?id=wendze000dav
Josh Bissonette,21,2018,Baylor,Big 12,57,236,193,32,52,10,1,7,39,2,1,27,33,0.269,0.374,0.44,0.814,85,,7,6,3,0,,player.fcgi?id=bisson000jos
Tucker Cascadden,22,2018,Baylor,Big 12,36,105,91,14,21,3,3,0,13,4,1,8,22,0.231,0.297,0.33,0.627,30,,1,4,1,0,,player.fcgi?id=cascad000tuc
Richard Cunningham*,23,2018,Baylor,Big 12,55,249,225,45,77,14,2,9,38,6,2,11,43,0.342,0.396,0.542,0.938,122,,9,4,0,0,,player.fcgi?id=cunnin002ric
Davion Downey*,19,2018,Baylor,Big 12,55,228,179,31,49,10,1,4,33,1,2,31,33,0.274,0.399,0.408,0.807,73,,9,5,4,0,,player.fcgi?id=downey001dav
Levi Gilcrease,23,2018,Baylor,Big 12,44,67,59,13,14,2,1,0,5,0,1,5,17,0.237,0.297,0.305,0.602,18,,0,3,0,0,,player.fcgi?id=gilcre000lev
Cole Haring,21,2018,Baylor,Big 12,56,242,216,40,55,13,2,7,32,4,2,17,62,0.255,0.322,0.431,0.753,93,,5,3,1,0,,player.fcgi?id=haring000col
Tucker Johnson,22,2018,Baylor,Big 12,17,25,23,0,2,0,1,0,1,0,0,1,7,0.087,0.16,0.174,0.334,4,,1,0,0,0,,player.fcgi?id=johnso000tuc
Shea Langeliers,20,2018,Baylor,Big 12,58,268,226,49,57,18,2,11,44,4,1,35,45,0.252,0.351,0.496,0.846,112,,2,0,5,0,,player.fcgi?id=langel000she
Nick Loftin,19,2018,Baylor,Big 12,55,254,222,52,67,12,0,6,36,5,3,21,20,0.302,0.366,0.437,0.803,97,,2,8,1,0,,player.fcgi?id=loftin000nic
T.J. Raguse*,21,2018,Baylor,Big 12,35,122,108,22,35,4,0,1,19,0,1,10,12,0.324,0.38,0.389,0.769,42,,1,1,2,0,,player.fcgi?id=raguse000tj-
Hunter Seay*,21,2018,Baylor,Big 12,4,9,8,2,2,0,0,0,0,0,0,1,3,0.25,0.333,0.25,0.583,2,,0,0,0,1,,player.fcgi?id=seay--000hun
Andy Thomas*,20,2018,Baylor,Big 12,58,263,216,35,70,10,0,1,34,4,1,41,30,0.324,0.435,0.384,0.819,83,,2,3,1,0,,player.fcgi?id=thomas005and
Cole Weaver*,20,2018,Baylor,Big 12,11,12,11,1,2,0,0,0,0,0,0,1,2,0.182,0.25,0.182,0.432,2,,0,0,0,0,,player.fcgi?id=weaver002col
Davis Wendzel,21,2018,Baylor,Big 12,58,271,216,38,67,22,1,8,49,4,2,39,40,0.31,0.435,0.532,0.968,115,,12,0,4,2,,player.fcgi?id=wendze000dav
Ryan Bertelsman,21,2019,Baylor,Big 12,17,32,29,5,10,1,1,1,10,2,1,1,7,0.345,0.355,0.552,0.907,16,,0,1,1,0,,player.fcgi?id=bertel000rya
Josh Bissonette,22,2019,Baylor,Big 12,54,233,198,35,54,8,3,4,29,0,1,24,26,0.273,0.358,0.404,0.762,80,,4,4,3,0,,player.fcgi?id=bisson000jos
Richard Cunningham*,24,2019,Baylor,Big 12,54,267,233,54,76,13,4,5,31,6,0,14,35,0.326,0.387,0.481,0.868,112,,11,6,3,1,,player.fcgi?id=cunnin002ric
Davion Downey*,20,2019,Baylor,Big 12,51,185,140,30,34,8,1,4,28,2,0,26,44,0.243,0.404,0.4,0.804,56,,14,2,3,2,,player.fcgi?id=downey001dav
Cole Haring,22,2019,Baylor,Big 12,48,212,191,43,62,4,1,12,44,6,3,15,37,0.325,0.381,0.545,0.926,104,,3,2,1,1,,player.fcgi?id=haring000col
Kyle Harper,--,2019,Baylor,Big 12,13,40,36,4,12,2,0,1,7,0,0,1,4,0.333,0.375,0.472,0.847,17,,2,0,1,0,,player.fcgi?id=harper002kyl
Brooks Helmer,19,2019,Baylor,Big 12,7,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=helmer000bro
Kyle Hill,22,2019,Baylor,Big 12,24,1,1,0,1,1,0,0,1,0,0,0,0,1,1,2,3,2,,0,0,0,0,,player.fcgi?id=hill--000kyl
Shea Langeliers,21,2019,Baylor,Big 12,44,207,185,33,57,9,1,10,42,4,2,18,29,0.308,0.374,0.53,0.904,98,,2,1,1,0,,player.fcgi?id=langel000she
Nick Loftin,20,2019,Baylor,Big 12,53,265,235,55,76,18,3,6,41,6,2,17,17,0.323,0.38,0.502,0.882,118,,7,2,4,0,,player.fcgi?id=loftin000nic
Ricky Martinez,19,2019,Baylor,Big 12,12,23,21,1,5,1,0,0,2,0,0,1,6,0.238,0.304,0.286,0.59,6,,1,0,0,0,,player.fcgi?id=martin026ric
MacKenzie Mueller,21,2019,Baylor,Big 12,23,66,56,12,16,6,0,2,13,0,0,6,22,0.286,0.379,0.5,0.879,28,,3,0,1,0,,player.fcgi?id=muelle000mac
T.J. Raguse*,22,2019,Baylor,Big 12,8,10,8,0,1,0,0,0,1,0,1,1,3,0.125,0.3,0.125,0.425,1,,1,0,0,0,,player.fcgi?id=raguse000tj-
Hunter Seay*,22,2019,Baylor,Big 12,6,8,8,1,1,0,0,0,0,0,0,0,2,0.125,0.125,0.125,0.25,1,,0,0,0,0,,player.fcgi?id=seay--000hun
Andy Thomas*,21,2019,Baylor,Big 12,47,214,185,31,62,22,0,4,32,1,0,24,31,0.335,0.413,0.519,0.932,96,,2,1,2,2,,player.fcgi?id=thomas005and
Jake Walsh,--,2019,Baylor,Big 12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=walsh-002jak
Cole Weaver*,21,2019,Baylor,Big 12,17,47,33,10,11,1,1,0,5,2,0,9,4,0.333,0.511,0.424,0.935,14,,3,2,0,0,,player.fcgi?id=weaver002col
Chase Wehsener,20,2019,Baylor,Big 12,53,214,182,33,53,7,1,0,20,2,1,22,34,0.291,0.37,0.341,0.711,62,,2,6,2,0,,player.fcgi?id=wehsen000cha
Davis Wendzel,22,2019,Baylor,Big 12,46,223,177,38,65,19,0,8,42,11,3,31,37,0.367,0.484,0.61,1.095,108,,12,0,3,4,,player.fcgi?id=wendze000dav
Ryan Bertelsman,22,2020,Baylor,Big 12,5,9,8,0,1,0,0,0,0,0,1,1,3,0.125,0.222,0.125,0.347,1,,0,0,0,0,,player.fcgi?id=bertel000rya
Esteban Cardoza-Oquendo#,21,2020,Baylor,Big 12,16,62,50,9,12,5,0,0,5,1,1,6,12,0.24,0.377,0.34,0.717,17,,5,1,0,0,,player.fcgi?id=cardoz000est
Cade Currington,19,2020,Baylor,Big 12,3,9,8,1,2,0,0,0,1,0,0,0,2,0.25,0.333,0.25,0.583,2,,1,0,0,0,,player.fcgi?id=currin000cad
