Name,Age,Season,Team,Conference,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,Name-additional
Matt Golda,22,2021,Oklahoma State, Big 12,41,122,97,19,17,2,0,2,15,1,0,17,26,0.175,0.302,0.258,0.559,25,,1,6,1,0,,player.fcgi?id=golda-000mat
Max Hewitt*,23,2021,Oklahoma State, Big 12,55,251,203,41,57,9,2,4,44,1,1,32,38,0.281,0.388,0.404,0.792,82,,5,9,2,0,,player.fcgi?id=hewitt000max
Dom Johnson,20,2021,Oklahoma State, Big 12,15,21,13,5,2,0,0,0,0,1,0,3,8,0.154,0.389,0.154,0.543,2,,2,3,0,0,,player.fcgi?id=johnso004dom
Brock Mathis,23,2021,Oklahoma State, Big 12,41,157,124,26,28,6,0,7,22,1,2,27,43,0.226,0.382,0.444,0.826,55,,5,0,1,2,,player.fcgi?id=mathis000bro
Carson McCusker,23,2021,Oklahoma State, Big 12,37,174,154,30,47,10,1,7,35,1,0,16,55,0.305,0.374,0.52,0.893,80,,2,0,2,1,,player.fcgi?id=mccusk000car
Nolan McLean,19,2021,Oklahoma State, Big 12,39,173,137,36,36,10,1,8,20,1,1,27,50,0.263,0.41,0.526,0.936,72,,8,0,1,0,,player.fcgi?id=mclean000nol
Huey Morrill,21,2021,Oklahoma State, Big 12,35,150,124,30,27,4,1,4,20,6,0,15,41,0.218,0.331,0.363,0.694,45,,7,2,2,0,,player.fcgi?id=morril000hue
Orlando Salinas*,20,2021,Oklahoma State, Big 12,12,16,13,1,2,0,0,1,3,0,0,1,8,0.154,0.25,0.385,0.635,5,,1,0,1,0,,player.fcgi?id=salina002orl
Noah Sifrit*,22,2021,Oklahoma State, Big 12,35,20,14,6,4,2,0,0,1,1,2,5,7,0.286,0.5,0.429,0.929,6,,1,0,0,0,,player.fcgi?id=sifrit000noa
Jake Thompson*,23,2021,Oklahoma State, Big 12,45,201,146,31,50,8,0,4,32,2,1,38,19,0.343,0.503,0.48,0.982,70,,13,0,4,2,,player.fcgi?id=thomps004jak
Caeden Trenkle*,20,2021,Oklahoma State, Big 12,52,249,205,51,55,12,4,5,34,5,2,33,62,0.268,0.389,0.439,0.828,90,,8,2,1,0,,player.fcgi?id=trenkl000cae
Cade Cabbiness*,22,2020,Oklahoma State, Big 12,15,60,57,9,16,4,0,2,12,0,0,3,15,0.281,0.317,0.456,0.773,26,,0,0,0,0,,player.fcgi?id=cabbin000cad
Justin Campbell*,19,2020,Oklahoma State, Big 12,13,33,29,7,12,2,0,1,7,0,0,4,7,0.414,0.485,0.586,1.071,17,,0,0,0,0,,player.fcgi?id=campbe002jus
Nick DeNicola,23,2020,Oklahoma State, Big 12,5,11,10,2,1,0,0,1,3,0,0,0,7,0.1,0.182,0.4,0.582,4,,1,0,0,0,,player.fcgi?id=denico000nic
Alix Garcia,22,2020,Oklahoma State, Big 12,18,81,68,12,17,2,0,1,8,1,0,10,18,0.25,0.37,0.324,0.694,22,,3,0,0,1,,player.fcgi?id=garcia000ali
Dylan Gardner*,22,2020,Oklahoma State, Big 12,11,17,11,5,1,0,0,0,0,1,0,6,3,0.091,0.412,0.091,0.503,1,,0,0,0,0,,player.fcgi?id=gardne000dyl
Max Hewitt*,22,2020,Oklahoma State, Big 12,18,73,61,13,25,5,1,0,10,0,0,7,5,0.41,0.479,0.525,1.004,32,,2,2,1,0,,player.fcgi?id=hewitt000max
Brock Mathis,22,2020,Oklahoma State, Big 12,13,35,29,7,9,1,0,3,10,2,0,3,8,0.31,0.371,0.655,1.027,19,,1,0,2,0,,player.fcgi?id=mathis000bro
Carson McCusker,22,2020,Oklahoma State, Big 12,14,60,51,11,12,5,0,2,10,1,0,6,17,0.235,0.322,0.451,0.773,23,,1,1,1,1,,player.fcgi?id=mccusk000car
Huey Morrill,20,2020,Oklahoma State, Big 12,18,85,66,17,17,6,1,2,4,6,1,13,19,0.258,0.383,0.47,0.852,31,,1,4,1,0,,player.fcgi?id=morril000hue
Kaden Polcovich#,21,2020,Oklahoma State, Big 12,18,87,64,20,22,5,2,2,21,8,1,19,10,0.344,0.494,0.578,1.072,37,,2,0,2,3,,player.fcgi?id=polcov000kad
Blake Robertson*,19,2020,Oklahoma State, Big 12,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=robert004bla
Noah Sifrit*,21,2020,Oklahoma State, Big 12,14,58,43,14,12,0,2,0,3,3,1,10,11,0.279,0.439,0.372,0.811,16,,3,1,1,0,,player.fcgi?id=sifrit000noa
Josh Spiegel,20,2020,Oklahoma State, Big 12,3,4,4,0,2,0,0,0,1,0,0,0,1,0.5,0.5,0.5,1,2,,0,0,0,0,,player.fcgi?id=spiege000jos
Jake Thompson*,22,2020,Oklahoma State, Big 12,12,48,43,3,14,6,0,0,15,0,0,2,7,0.326,0.354,0.465,0.819,20,,1,0,2,0,,player.fcgi?id=thomps004jak
Caeden Trenkle*,19,2020,Oklahoma State, Big 12,18,80,69,17,23,3,4,3,16,3,1,4,25,0.333,0.387,0.623,1.01,43,,2,5,0,0,,player.fcgi?id=trenkl000cae
Adam Becker,19,2019,Oklahoma State, Big 12,2,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=becker000ada
Trevor Boone,21,2019,Oklahoma State, Big 12,59,252,221,41,64,9,2,21,57,6,4,21,80,0.29,0.364,0.634,0.998,140,,6,2,2,2,,player.fcgi?id=boone-000tre
Cade Cabbiness*,21,2019,Oklahoma State, Big 12,61,223,197,34,46,8,1,8,27,4,4,19,82,0.234,0.307,0.406,0.713,80,,2,5,0,0,,player.fcgi?id=cabbin000cad
Bryce Carter*,23,2019,Oklahoma State, Big 12,47,191,157,23,40,7,0,4,30,0,0,28,62,0.255,0.372,0.376,0.748,59,,2,3,1,0,,player.fcgi?id=carter004bry
Cross Factor*,21,2019,Oklahoma State, Big 12,7,5,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=factor000cro
Christian Funk*,23,2019,Oklahoma State, Big 12,61,274,211,45,50,11,0,12,41,1,2,45,72,0.237,0.382,0.46,0.841,97,,8,4,6,2,,player.fcgi?id=funk--000chr
Alix Garcia,21,2019,Oklahoma State, Big 12,50,188,163,19,48,7,0,8,25,0,1,23,42,0.295,0.388,0.485,0.873,79,,2,0,0,1,,player.fcgi?id=garcia000ali
Dylan Gardner*,21,2019,Oklahoma State, Big 12,14,20,16,5,4,1,0,0,2,1,1,4,5,0.25,0.4,0.313,0.713,5,,0,0,0,0,,player.fcgi?id=gardne000dyl
Max Hewitt*,21,2019,Oklahoma State, Big 12,33,99,66,13,20,0,0,1,9,5,1,21,10,0.303,0.472,0.349,0.82,23,,1,10,1,0,,player.fcgi?id=hewitt000max
Carson McCusker,21,2019,Oklahoma State, Big 12,52,222,196,36,61,17,3,6,40,2,1,22,61,0.311,0.383,0.52,0.903,102,,2,0,2,0,,player.fcgi?id=mccusk000car
Huey Morrill,19,2019,Oklahoma State, Big 12,58,265,220,47,62,17,0,2,20,12,3,34,59,0.282,0.39,0.386,0.777,85,,7,1,3,1,,player.fcgi?id=morril000hue
Andrew Navigato,21,2019,Oklahoma State, Big 12,60,269,233,56,67,15,1,12,42,7,5,20,66,0.288,0.367,0.515,0.882,120,,11,2,3,0,,player.fcgi?id=naviga000and
Dayton Provost*,22,2019,Oklahoma State, Big 12,3,2,1,2,0,0,0,0,0,0,0,1,0,0,0.5,0,0.5,0,,0,0,0,0,,player.fcgi?id=provos000day
Noah Sifrit*,20,2019,Oklahoma State, Big 12,31,43,34,13,9,1,1,0,3,3,2,7,14,0.265,0.405,0.353,0.758,12,,1,1,0,0,,player.fcgi?id=sifrit000noa
Colin Simpson*,22,2019,Oklahoma State, Big 12,61,282,233,41,57,13,0,17,57,5,2,35,70,0.245,0.348,0.519,0.867,121,,6,0,8,11,,player.fcgi?id=simpso000col
Jake Taylor,20,2019,Oklahoma State, Big 12,30,98,83,10,18,2,0,2,4,0,1,13,25,0.217,0.327,0.313,0.64,26,,1,0,1,0,,player.fcgi?id=taylor002jak
Trevor Boone,20,2018,Oklahoma State, Big 12,56,218,204,29,55,13,2,10,33,5,2,8,59,0.27,0.301,0.5,0.801,102,,2,2,2,0,,player.fcgi?id=boone-000tre
Cade Cabbiness*,20,2018,Oklahoma State, Big 12,42,95,76,11,10,2,0,3,7,1,0,15,34,0.132,0.298,0.276,0.574,21,,3,1,0,0,,player.fcgi?id=cabbin000cad
Ryan Cash#,20,2018,Oklahoma State, Big 12,38,123,104,14,22,1,0,0,9,7,3,16,26,0.212,0.322,0.221,0.544,23,,1,2,0,0,,player.fcgi?id=cash--000rya
Danny DeSimone,20,2018,Oklahoma State, Big 12,25,52,46,5,11,2,0,0,7,1,0,5,14,0.239,0.308,0.283,0.59,13,,0,0,1,0,,player.fcgi?id=desimo001dan
Cameron Dobbs*,21,2018,Oklahoma State, Big 12,29,55,45,8,7,3,0,0,0,0,0,3,22,0.156,0.24,0.222,0.462,10,,2,5,0,0,,player.fcgi?id=dobbs-000cam
Christian Funk*,22,2018,Oklahoma State, Big 12,54,226,184,28,45,10,0,7,33,2,2,32,56,0.245,0.366,0.413,0.779,76,,5,2,3,0,,player.fcgi?id=funk--000chr
Dylan Gardner*,20,2018,Oklahoma State, Big 12,25,47,38,7,6,1,0,0,7,0,0,8,13,0.158,0.304,0.184,0.489,7,,0,1,0,0,,player.fcgi?id=gardne000dyl
Max Hewitt*,20,2018,Oklahoma State, Big 12,24,38,34,5,6,1,0,0,0,0,0,3,8,0.177,0.243,0.206,0.449,7,,0,1,0,0,,player.fcgi?id=hewitt000max
Matt Kroon,21,2018,Oklahoma State, Big 12,57,268,217,55,65,18,1,11,39,18,4,36,57,0.3,0.423,0.544,0.966,118,,11,3,1,0,,player.fcgi?id=kroon-000mat
Jon Littell,22,2018,Oklahoma State, Big 12,58,259,218,42,58,12,4,7,42,8,1,27,51,0.266,0.372,0.454,0.826,99,,11,1,2,0,,player.fcgi?id=littel000jon
Carson McCusker,20,2018,Oklahoma State, Big 12,44,142,127,19,35,8,1,8,18,3,0,12,48,0.276,0.352,0.543,0.895,69,,3,0,0,0,,player.fcgi?id=mccusk000car
Cody Milligan*,19,2018,Oklahoma State, Big 12,15,13,8,2,1,0,0,0,0,0,2,2,5,0.125,0.3,0.125,0.425,1,,0,3,0,0,,player.fcgi?id=millig000cod
Michael Neustifter,20,2018,Oklahoma State, Big 12,56,218,194,25,58,15,1,4,35,2,1,18,37,0.299,0.362,0.449,0.811,87,,3,0,3,1,,player.fcgi?id=neusti000mic
Andrew Rosa,23,2018,Oklahoma State, Big 12,44,175,143,33,41,11,2,2,14,4,0,17,38,0.287,0.406,0.434,0.839,62,,13,0,2,0,,player.fcgi?id=rosa--000and
Noah Sifrit*,19,2018,Oklahoma State, Big 12,17,0,0,2,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,0,,player.fcgi?id=sifrit000noa
Colin Simpson*,21,2018,Oklahoma State, Big 12,58,267,225,48,63,13,0,18,50,8,3,37,62,0.28,0.382,0.578,0.96,130,,2,0,3,3,,player.fcgi?id=simpso000col
Jake Taylor,19,2018,Oklahoma State, Big 12,26,95,91,7,21,4,0,1,11,1,1,1,26,0.231,0.263,0.308,0.571,28,,3,0,0,0,,player.fcgi?id=taylor002jak
Travis Wacker,21,2018,Oklahoma State, Big 12,15,4,4,0,1,0,0,0,0,0,0,0,2,0.25,0.25,0.25,0.5,1,,0,0,0,0,,player.fcgi?id=wacker000tra
Garrett Benge*,21,2017,Oklahoma State, Big 12,57,270,214,39,65,11,4,10,53,5,3,49,39,0.304,0.437,0.533,0.97,114,,4,0,3,1,,player.fcgi?id=benge-000gar
Trevor Boone,19,2017,Oklahoma State, Big 12,31,86,77,11,18,5,0,3,9,1,0,6,25,0.234,0.306,0.416,0.722,32,,2,1,0,0,,player.fcgi?id=boone-000tre
Cade Cabbiness*,19,2017,Oklahoma State, Big 12,42,142,124,20,34,7,2,2,15,1,2,11,41,0.274,0.359,0.411,0.771,51,,6,0,1,0,,player.fcgi?id=cabbin000cad
Ryan Cash#,19,2017,Oklahoma State, Big 12,40,177,135,26,37,1,1,0,9,1,4,29,26,0.274,0.413,0.296,0.71,40,,3,10,0,0,,player.fcgi?id=cash--000rya
Jacob Chappell,--,2017,Oklahoma State, Big 12,42,83,64,16,12,0,2,0,3,2,0,10,22,0.188,0.316,0.25,0.566,16,,2,7,0,0,,player.fcgi?id=chappe000jac
Cameron Dobbs*,20,2017,Oklahoma State, Big 12,47,164,132,26,29,4,0,1,14,1,1,23,36,0.22,0.346,0.273,0.619,36,,3,5,1,0,,player.fcgi?id=dobbs-000cam
Bryce Fischer?,--,2017,Oklahoma State, Big 12,20,37,35,6,11,3,0,1,8,0,0,2,13,0.314,0.351,0.486,0.837,17,,0,0,0,0,,player.fcgi?id=fische000bry
Jon Littell,21,2017,Oklahoma State, Big 12,47,191,164,19,43,9,1,4,28,1,1,19,43,0.262,0.348,0.402,0.75,66,,3,4,1,0,,player.fcgi?id=littel000jon
Garrett McCain,21,2017,Oklahoma State, Big 12,57,276,224,53,87,14,5,4,43,19,1,29,33,0.388,0.491,0.549,1.04,123,,18,3,2,0,,player.fcgi?id=mccain000gar
Michael Neustifter,19,2017,Oklahoma State, Big 12,35,119,108,14,23,6,0,5,11,0,1,10,33,0.213,0.286,0.407,0.693,44,,1,0,0,0,,player.fcgi?id=neusti000mic
Andrew Rosa,22,2017,Oklahoma State, Big 12,42,153,133,21,28,7,1,3,14,7,3,11,30,0.211,0.305,0.346,0.651,46,,7,2,0,0,,player.fcgi?id=rosa--000and
Colin Simpson*,20,2017,Oklahoma State, Big 12,53,225,191,28,53,8,0,11,40,3,1,29,47,0.278,0.373,0.492,0.865,94,,2,0,3,2,,player.fcgi?id=simpso000col
Ryan Sluder,22,2017,Oklahoma State, Big 12,45,181,146,30,38,10,0,2,22,10,0,20,42,0.26,0.357,0.37,0.727,54,,3,10,2,0,,player.fcgi?id=sluder000rya
Travis Wacker,20,2017,Oklahoma State, Big 12,17,55,44,5,9,2,0,1,12,0,2,8,22,0.205,0.333,0.318,0.652,14,,1,1,1,0,,player.fcgi?id=wacker000tra
Dustin Williams*,22,2017,Oklahoma State, Big 12,47,166,136,18,25,3,1,3,15,1,1,28,59,0.184,0.331,0.287,0.618,39,,2,0,0,1,,player.fcgi?id=willia003dus
Garrett Benge*,20,2016,Oklahoma State, Big 12,65,279,240,37,70,16,3,4,40,7,1,33,47,0.292,0.38,0.433,0.813,104,,3,0,3,1,,player.fcgi?id=benge-000gar
Jacob Chappell,--,2016,Oklahoma State, Big 12,36,52,42,3,8,0,0,0,4,2,0,4,12,0.191,0.255,0.191,0.446,8,,0,5,1,0,,player.fcgi?id=chappe000jac
Conor Costello,23,2016,Oklahoma State, Big 12,37,132,111,16,39,10,1,5,31,4,2,17,26,0.351,0.447,0.595,1.042,66,,3,0,1,0,,player.fcgi?id=costel000con
J.R. Davis,21,2016,Oklahoma State, Big 12,57,256,219,43,76,13,2,1,32,9,4,24,24,0.347,0.422,0.438,0.861,96,,6,5,2,3,,player.fcgi?id=davis-001jr-
Corey Hassel,22,2016,Oklahoma State, Big 12,65,302,248,47,70,19,2,6,39,16,10,21,61,0.282,0.356,0.448,0.804,111,,9,21,3,0,,player.fcgi?id=hassel000cor
Jon Littell,20,2016,Oklahoma State, Big 12,58,228,198,28,51,9,1,2,23,4,2,20,43,0.258,0.332,0.343,0.675,68,,2,8,0,1,,player.fcgi?id=littel000jon
Garrett McCain,20,2016,Oklahoma State, Big 12,43,99,74,22,15,3,0,0,6,11,2,17,18,0.203,0.385,0.243,0.629,18,,5,3,0,1,,player.fcgi?id=mccain000gar
David Petrino,22,2016,Oklahoma State, Big 12,21,46,41,4,6,2,0,0,3,0,1,2,5,0.146,0.217,0.195,0.413,8,,2,0,1,0,,player.fcgi?id=petrin000dav
Andrew Rosa,21,2016,Oklahoma State, Big 12,33,86,70,12,18,2,0,0,11,3,2,10,14,0.257,0.388,0.286,0.674,20,,5,1,0,0,,player.fcgi?id=rosa--000and
Colin Simpson*,19,2016,Oklahoma State, Big 12,32,96,85,15,18,3,1,2,9,0,0,10,31,0.212,0.302,0.341,0.643,29,,1,0,0,0,,player.fcgi?id=simpso000col
Ryan Sluder,21,2016,Oklahoma State, Big 12,53,215,183,31,36,9,1,4,18,7,1,15,47,0.197,0.278,0.322,0.6,59,,6,10,1,0,,player.fcgi?id=sluder000rya
Collin Theroux,22,2016,Oklahoma State, Big 12,62,226,178,28,29,5,0,6,30,0,0,36,95,0.163,0.312,0.292,0.604,52,,3,8,1,0,,player.fcgi?id=therou000col
Donovan Walton*,22,2016,Oklahoma State, Big 12,65,293,246,45,83,16,1,3,44,14,4,32,36,0.337,0.428,0.447,0.875,110,,9,3,3,0,,player.fcgi?id=walton000don
Dustin Williams*,21,2016,Oklahoma State, Big 12,63,256,220,32,48,5,1,14,42,4,2,34,81,0.218,0.32,0.441,0.761,97,,0,0,2,1,,player.fcgi?id=willia003dus
Tim Arakawa*,22,2015,Oklahoma State, Big 12,57,269,211,50,61,10,3,2,37,10,4,42,49,0.289,0.412,0.393,0.806,83,,5,7,4,0,,player.fcgi?id=arakaw000tim
Kevin Bradley*,21,2015,Oklahoma State, Big 12,49,162,139,15,39,7,0,3,23,2,2,18,29,0.281,0.358,0.396,0.754,55,,1,0,4,0,,player.fcgi?id=bradle001kev
Bryan Case,22,2015,Oklahoma State, Big 12,38,139,119,23,30,8,1,4,29,3,1,14,21,0.252,0.333,0.437,0.77,52,,1,4,1,0,,player.fcgi?id=case--000bry
Jacob Chappell,--,2015,Oklahoma State, Big 12,55,197,145,33,36,4,2,0,21,6,0,32,40,0.248,0.398,0.303,0.701,44,,4,16,0,0,,player.fcgi?id=chappe000jac
Conor Costello,22,2015,Oklahoma State, Big 12,50,217,183,32,44,7,0,6,35,13,1,25,52,0.24,0.343,0.377,0.72,69,,5,1,3,0,,player.fcgi?id=costel000con
Caleb Eldridge*,19,2015,Oklahoma State, Big 12,6,10,6,1,1,0,0,1,2,0,0,4,3,0.167,0.5,0.667,1.167,4,,0,0,0,0,,player.fcgi?id=eldrid000cal
Gage Green*,22,2015,Oklahoma State, Big 12,58,288,223,44,65,4,3,5,29,18,4,28,44,0.292,0.404,0.404,0.807,90,,16,18,3,0,,player.fcgi?id=green-000gag
Hunter Hagler,21,2015,Oklahoma State, Big 12,10,11,7,2,1,1,0,0,0,0,0,1,3,0.143,0.455,0.286,0.74,2,,3,0,0,0,,player.fcgi?id=hagler000hun
Corey Hassel,21,2015,Oklahoma State, Big 12,56,223,199,27,62,10,1,3,33,13,4,9,50,0.312,0.352,0.417,0.769,83,,4,10,1,0,,player.fcgi?id=hassel000cor
Jon Littell,19,2015,Oklahoma State, Big 12,30,104,92,18,21,4,0,0,15,2,1,8,23,0.228,0.289,0.272,0.56,25,,1,0,3,0,,player.fcgi?id=littel000jon
Garrett McCain,19,2015,Oklahoma State, Big 12,30,96,72,18,23,3,1,0,13,7,0,11,17,0.319,0.467,0.389,0.856,28,,9,4,0,0,,player.fcgi?id=mccain000gar
Mason O'Brien*,19,2015,Oklahoma State, Big 12,16,23,21,2,2,0,0,0,1,0,0,1,5,0.095,0.174,0.095,0.269,2,,1,0,0,0,,player.fcgi?id=obrien000mas
David Petrino,21,2015,Oklahoma State, Big 12,38,81,70,14,18,2,1,0,9,2,0,5,15,0.257,0.358,0.314,0.672,22,,6,0,0,0,,player.fcgi?id=petrin000dav
Andrew Rosa,20,2015,Oklahoma State, Big 12,9,11,9,2,3,1,0,1,2,0,0,2,2,0.333,0.455,0.778,1.232,7,,0,0,0,0,,player.fcgi?id=rosa--000and
Ryan Sluder,20,2015,Oklahoma State, Big 12,50,194,162,36,50,14,0,6,22,5,2,23,34,0.309,0.401,0.506,0.907,82,,2,7,0,0,,player.fcgi?id=sluder000rya
Donovan Walton*,21,2015,Oklahoma State, Big 12,39,178,135,26,44,7,1,4,29,3,0,22,23,0.326,0.41,0.482,0.891,65,,2,12,7,0,,player.fcgi?id=walton000don
Dustin Williams*,20,2015,Oklahoma State, Big 12,57,232,192,37,53,11,4,6,38,5,1,37,59,0.276,0.396,0.469,0.865,90,,1,2,0,0,,player.fcgi?id=willia003dus
Tim Arakawa*,21,2014,Oklahoma State, Big 12,66,294,230,43,61,6,1,4,44,15,2,47,40,0.265,0.399,0.352,0.751,81,,6,8,3,2,,player.fcgi?id=arakaw000tim
Blake Brom?,--,2014,Oklahoma State, Big 12,6,0,0,2,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,0,,player.fcgi?id=brom--000bla
Bryan Case,21,2014,Oklahoma State, Big 12,41,108,84,21,22,5,1,4,14,2,2,12,22,0.262,0.398,0.488,0.886,41,,7,5,0,0,,player.fcgi?id=case--000bry
Aaron Cornell?,--,2014,Oklahoma State, Big 12,41,95,75,16,17,1,0,1,8,2,1,5,19,0.227,0.296,0.28,0.576,21,,4,7,4,0,,player.fcgi?id=cornel000aar
Conor Costello,21,2014,Oklahoma State, Big 12,61,231,192,28,46,10,0,9,27,4,2,23,59,0.24,0.349,0.432,0.782,83,,11,2,3,1,,player.fcgi?id=costel000con
Hayden Cronenbold,21,2014,Oklahoma State, Big 12,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=cronen000hay
Zach Fish,21,2014,Oklahoma State, Big 12,63,277,240,41,74,17,0,11,48,4,1,32,56,0.308,0.39,0.517,0.907,124,,2,0,3,4,,player.fcgi?id=fish--000zac
Gage Green*,21,2014,Oklahoma State, Big 12,64,289,239,45,74,14,2,3,30,20,2,20,44,0.31,0.392,0.423,0.815,101,,15,11,4,2,,player.fcgi?id=green-000gag
Hunter Hagler,20,2014,Oklahoma State, Big 12,14,24,22,4,5,0,0,1,3,0,0,2,5,0.227,0.292,0.364,0.655,8,,0,0,0,0,,player.fcgi?id=hagler000hun
Corey Hassel,20,2014,Oklahoma State, Big 12,54,42,29,2,5,1,0,0,5,2,2,6,10,0.172,0.342,0.207,0.549,6,,2,4,1,0,,player.fcgi?id=hassel000cor
Heath Holliday,23,2014,Oklahoma State, Big 12,4,4,2,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0.5,0,,1,0,0,0,,player.fcgi?id=hollid001hea
Tanner Krietemeier#,22,2014,Oklahoma State, Big 12,65,306,262,48,72,13,2,10,52,5,1,33,46,0.275,0.364,0.454,0.818,119,,5,4,2,1,,player.fcgi?id=kriete000tan
Craig McConaughy,21,2014,Oklahoma State, Big 12,64,204,160,22,48,6,0,1,23,5,2,17,23,0.3,0.426,0.356,0.782,57,,18,9,0,1,,player.fcgi?id=mccona000cra
Robie Rojas,19,2014,Oklahoma State, Big 12,20,44,34,6,8,0,1,0,4,0,0,7,5,0.235,0.381,0.294,0.675,10,,1,2,0,0,,player.fcgi?id=rojas-002rob
Andrew Rosa,19,2014,Oklahoma State, Big 12,21,44,37,9,9,1,0,1,6,2,0,6,11,0.243,0.349,0.351,0.7,13,,0,1,0,0,,player.fcgi?id=rosa--000and
Saulyer Saxon?,--,2014,Oklahoma State, Big 12,62,216,161,34,44,5,0,1,24,5,2,35,39,0.273,0.424,0.323,0.747,52,,8,11,1,1,,player.fcgi?id=saxon-000sau
Ryan Sluder,19,2014,Oklahoma State, Big 12,35,77,67,11,19,1,0,0,7,1,2,8,10,0.284,0.36,0.299,0.659,20,,0,2,0,0,,player.fcgi?id=sluder000rya
Donovan Walton*,20,2014,Oklahoma State, Big 12,66,319,252,45,78,15,0,3,36,7,3,38,36,0.31,0.407,0.405,0.812,102,,5,22,2,1,,player.fcgi?id=walton000don
Dustin Williams*,19,2014,Oklahoma State, Big 12,45,128,102,20,22,1,4,3,21,2,0,25,31,0.216,0.367,0.392,0.759,40,,0,0,1,0,,player.fcgi?id=willia003dus
Garrett Williams*,19,2014,Oklahoma State, Big 12,33,27,18,3,4,0,0,1,7,0,0,7,9,0.222,0.407,0.389,0.796,7,,0,0,2,0,,player.fcgi?id=willia007gar
Brandon Bass?,--,2013,Oklahoma State, Big 12,10,4,4,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=bass--000bra
Aaron Cornell?,--,2013,Oklahoma State, Big 12,43,161,132,29,37,7,0,2,17,12,0,14,27,0.28,0.355,0.379,0.734,50,,3,9,3,0,,player.fcgi?id=cornel000aar
Zach Fish,20,2013,Oklahoma State, Big 12,59,262,237,35,67,17,1,7,41,10,1,19,55,0.283,0.337,0.452,0.789,107,,2,1,3,2,,player.fcgi?id=fish--000zac
Gage Green*,20,2013,Oklahoma State, Big 12,56,220,178,33,51,9,3,2,21,13,4,23,39,0.287,0.399,0.405,0.804,72,,11,7,1,1,,player.fcgi?id=green-000gag
Corey Hassel,19,2013,Oklahoma State, Big 12,33,28,19,6,5,0,0,0,3,1,0,6,5,0.263,0.407,0.263,0.671,5,,0,1,2,0,,player.fcgi?id=hassel000cor
Jarrett Higgins,22,2013,Oklahoma State, Big 12,43,119,93,18,17,3,2,0,12,10,0,15,25,0.183,0.319,0.258,0.577,24,,4,6,1,0,,player.fcgi?id=higgin001jar
Tanner Krietemeier#,21,2013,Oklahoma State, Big 12,60,282,229,42,72,14,2,4,45,7,1,33,42,0.314,0.415,0.445,0.86,102,,9,7,4,4,,player.fcgi?id=kriete000tan
Craig McConaughy,20,2013,Oklahoma State, Big 12,24,27,22,4,8,1,0,0,4,0,2,3,7,0.364,0.462,0.409,0.871,9,,1,1,0,0,,player.fcgi?id=mccona000cra
Brendan McCurry,21,2013,Oklahoma State, Big 12,38,42,36,4,6,0,0,1,3,1,0,5,2,0.167,0.262,0.25,0.512,9,,0,0,1,0,,player.fcgi?id=mccurr000bre
Randy McCurry,23,2013,Oklahoma State, Big 12,57,251,223,32,70,21,0,3,41,5,2,17,37,0.314,0.368,0.448,0.817,100,,4,4,3,1,,player.fcgi?id=mccurr000ran
Robbie Rea,22,2013,Oklahoma State, Big 12,60,254,212,34,55,12,2,5,26,3,2,22,30,0.259,0.348,0.406,0.754,86,,9,7,4,0,,player.fcgi?id=rea---000rob
Victor Romero?,--,2013,Oklahoma State, Big 12,54,214,170,26,51,12,0,4,29,4,3,32,30,0.3,0.437,0.441,0.878,75,,10,1,1,1,,player.fcgi?id=romero000vic
Saulyer Saxon?,--,2013,Oklahoma State, Big 12,53,204,166,30,50,8,1,0,18,6,2,17,36,0.301,0.399,0.361,0.76,60,,10,11,0,0,,player.fcgi?id=saxon-000sau
Rick Stover?,--,2013,Oklahoma State, Big 12,26,43,40,4,11,4,0,1,6,0,0,1,9,0.275,0.31,0.45,0.76,18,,1,1,0,0,,player.fcgi?id=stover002ric
Donovan Walton*,19,2013,Oklahoma State, Big 12,55,236,188,27,54,8,1,1,26,7,3,25,30,0.287,0.372,0.356,0.728,67,,2,18,3,1,,player.fcgi?id=walton000don
Trey Whaley?,--,2013,Oklahoma State, Big 12,33,79,63,13,15,5,0,1,7,1,1,13,15,0.238,0.38,0.365,0.745,23,,2,0,1,0,,player.fcgi?id=whaley000tre
Hunter Bailey,22,2011,Oklahoma State,Big 12,59,233,200,26,53,10,1,1,17,5,3,22,37,0.265,0.347,0.34,0.687,68,,4,5,2,,,player.fcgi?id=bailey000hun
Ryan Doeppel?,--,2011,Oklahoma State,Big 12,6,7,7,1,1,0,0,0,1,0,0,0,0,0.143,0.143,0.143,0.286,1,,0,0,0,,,player.fcgi?id=doeppe000rya
